Dates,SPX_MOV_AVG_200D,SPX_RSI_14D,SPX_MOV_AVG_50D,SPX_PX_LAST,SPX_PX_OPEN,SPX_PX_HIGH,SPX_PX_LOW,SPX_PX_VOLUME,SPX_VOLATILITY_30D,SPX_BETA_ADJ_OVERRIDABLE,SPX_PX_HIGH_LOW_DIFFERENCE,CONCCONF_PX_LAST,NAPMPMI_PX_LAST,SPXINDEX_PE_RATIO,SPXINDEX_PX_TO_BOOK_RATIO,SPXINDEX_PX_TO_SALES_RATIO,SPXINDEX_EARN_YLD,USGG10YR_PX_LAST,VIX_PX_LAST
2019-02-01,2741.47,63.93,2609.06,2706.53,2702.32,2716.66,2696.88,642000000.0,24.96,0.95,19.78,121.7,55.7,18.0795,3.2634,2.0334,5.5311,2.6842,16.14
2019-02-04,2741.55,66.07,2609.74,2724.87,2706.49,2724.99,2698.75,542000000.0,24.31,0.95,26.24,121.7,55.7,18.2021,3.2855,2.0472,5.4939,2.7235,15.73
2019-02-05,2741.78,67.52,2611.66,2737.7,2728.34,2738.98,2724.03,582000000.0,23.12,0.95,14.95,121.7,55.7,18.2878,3.301,2.0568,5.4681,2.6983,15.57
2019-02-06,2742.08,66.07,2613.29,2731.61,2735.05,2738.08,2724.15,536000000.0,21.04,0.95,13.93,121.7,55.7,18.2471,3.2937,2.0523,5.4803,2.6946,15.38
2019-02-07,2742.26,60.25,2614.76,2706.05,2717.53,2719.32,2687.26,626000000.0,16.68,0.95,32.06,121.7,55.7,18.0763,3.2628,2.0331,5.5321,2.6572,16.37
2019-02-08,2742.63,60.52,2615.45,2707.88,2692.36,2708.07,2681.83,558000000.0,16.61,0.95,26.24,121.7,55.7,18.0886,3.2651,2.0344,5.5284,2.6339,15.72
2019-02-11,2742.98,60.82,2616.0,2709.8,2712.4,2718.05,2703.79,531000000.0,16.57,0.95,14.26,121.7,55.7,18.1014,3.2674,2.0359,5.5244,2.6536,15.97
2019-02-12,2743.37,65.88,2616.02,2744.73,2722.61,2748.19,2722.61,597000000.0,16.76,0.95,25.58,121.7,55.7,18.3347,3.3095,2.0621,5.4541,2.6877,15.43
2019-02-13,2743.78,66.97,2616.33,2753.03,2750.3,2761.85,2748.63,536000000.0,16.75,0.95,13.22,121.7,55.7,18.3902,3.3195,2.0684,5.4377,2.7021,15.65
2019-02-14,2744.27,65.0,2616.04,2745.73,2743.5,2757.9,2731.23,527000000.0,14.42,0.95,26.67,121.7,55.7,18.3414,3.3107,2.0629,5.4521,2.6536,16.22
2019-02-15,2744.88,69.01,2615.74,2775.6,2760.24,2775.66,2760.24,694000000.0,11.32,0.95,15.42,121.7,55.7,18.5409,3.3467,2.0853,5.3935,2.6626,14.91
2019-02-19,2745.6,69.54,2617.34,2779.76,2769.28,2787.33,2767.29,526000000.0,11.27,0.95,20.04,121.7,55.7,18.5687,3.3517,2.0884,5.3854,2.6339,14.88
2019-02-20,2746.37,70.18,2619.11,2784.7,2779.05,2789.88,2774.06,566000000.0,11.08,0.95,15.82,121.7,55.7,18.6017,3.3577,2.0921,5.3758,2.6447,14.02
2019-02-21,2746.93,67.14,2621.95,2774.88,2780.24,2781.58,2764.55,509000000.0,11.23,0.95,17.03,121.7,55.7,18.0176,3.2986,2.0795,5.5501,2.6914,14.46
2019-02-22,2747.53,69.7,2625.05,2792.67,2780.67,2794.2,2779.11,537000000.0,11.27,0.95,15.09,121.7,55.7,18.1195,3.3239,2.0928,5.5189,2.6518,13.51
2019-02-25,2748.15,70.19,2628.23,2796.11,2804.35,2813.49,2794.99,580000000.0,11.25,0.95,18.5,121.7,55.7,18.0816,3.3317,2.0973,5.5305,2.6626,14.85
2019-02-26,2748.63,69.42,2631.09,2793.9,2792.36,2803.12,2789.47,552000000.0,11.04,0.95,13.65,121.7,55.7,18.0638,3.3349,2.0952,5.5359,2.6357,15.17
2019-02-27,2748.98,68.86,2633.93,2792.38,2787.5,2795.76,2775.13,508000000.0,10.8,0.95,20.63,121.7,55.7,18.0575,3.3428,2.0963,5.5379,2.6825,14.7
2019-02-28,2749.26,65.9,2637.62,2784.49,2788.11,2793.73,2782.51,773000000.0,10.91,0.95,11.22,131.4,54.4,18.0154,3.3316,2.0908,5.5508,2.715,14.78
2019-03-01,2749.63,69.35,2642.77,2803.69,2798.22,2808.02,2787.38,592000000.0,10.88,0.95,20.64,131.4,54.4,18.1454,3.3546,2.1052,5.511,2.7531,13.57
2019-03-04,2750.04,65.32,2647.71,2792.81,2814.37,2816.88,2767.66,614000000.0,10.47,0.95,49.22,131.4,54.4,18.0939,3.3408,2.097,5.5267,2.7223,14.63
2019-03-05,2750.37,64.15,2653.36,2789.65,2794.41,2796.44,2782.97,576000000.0,9.3,0.95,13.47,131.4,54.4,18.0729,3.3371,2.0945,5.5331,2.7169,14.74
2019-03-06,2750.63,57.75,2659.44,2771.45,2790.27,2790.27,2768.69,529000000.0,9.64,0.95,21.58,131.4,54.4,17.9551,3.3166,2.0808,5.5695,2.6934,15.74
2019-03-07,2750.81,50.97,2666.09,2748.93,2766.53,2767.25,2739.09,597000000.0,10.08,0.95,28.16,131.4,54.4,17.8119,3.2895,2.064,5.6142,2.6393,16.59
2019-03-08,2750.86,49.35,2673.93,2743.07,2730.79,2744.13,2722.27,531000000.0,9.89,0.95,21.86,131.4,54.4,17.7739,3.2825,2.0596,5.6262,2.6285,16.05
2019-03-11,2751.15,59.0,2680.24,2783.3,2747.61,2784.0,2747.61,541000000.0,10.29,0.95,36.39,131.4,54.4,18.0346,3.3307,2.0898,5.5449,2.6393,14.33
2019-03-12,2751.44,60.65,2686.29,2791.52,2787.34,2798.32,2786.73,546000000.0,10.25,0.95,11.59,131.4,54.4,18.0879,3.3405,2.0959,5.5286,2.6015,13.77
2019-03-13,2751.86,64.3,2692.8,2810.92,2799.78,2821.24,2799.78,617000000.0,9.5,0.95,21.46,131.4,54.4,18.2135,3.3637,2.1105,5.4904,2.6213,13.41
2019-03-14,2752.3,63.5,2698.83,2808.48,2810.38,2815.0,2803.46,612000000.0,9.28,0.95,11.54,131.4,54.4,18.2161,3.3586,2.1087,5.4896,2.6303,13.5
2019-03-15,2752.96,66.1,2705.08,2822.48,2810.79,2830.73,2810.79,1840000000.0,9.34,0.95,19.94,131.4,54.4,18.3069,3.3754,2.1192,5.4624,2.5871,12.88
2019-03-18,2753.5,67.94,2712.78,2832.94,2822.61,2835.41,2821.99,609000000.0,9.22,0.95,13.42,131.4,54.4,18.4032,3.3879,2.1295,5.4338,2.6033,13.1
2019-03-19,2754.14,67.8,2718.79,2832.57,2840.76,2852.42,2823.27,683000000.0,9.17,0.95,29.15,131.4,54.4,18.4007,3.3874,2.1292,5.4346,2.6123,13.56
2019-03-20,2754.59,64.57,2724.28,2824.23,2831.34,2843.54,2812.43,624000000.0,9.2,0.95,31.11,131.4,54.4,18.3465,3.3775,2.123,5.4506,2.5263,13.91
2019-03-21,2755.13,70.19,2729.89,2854.88,2819.72,2860.31,2817.38,612000000.0,9.04,0.95,42.93,131.4,54.4,18.5456,3.4141,2.146,5.3921,2.5369,13.63
2019-03-22,2755.39,53.91,2734.21,2800.71,2844.52,2846.16,2800.47,663000000.0,11.01,0.95,45.69,131.4,54.4,18.1956,3.3494,2.1054,5.4958,2.439,16.48
2019-03-25,2755.52,53.33,2738.24,2798.36,2796.01,2809.79,2785.02,504000000.0,11.03,0.95,24.77,131.4,54.4,18.1803,3.3466,2.1036,5.5005,2.3983,16.33
2019-03-26,2755.76,57.53,2742.68,2818.46,2812.66,2829.87,2803.99,530000000.0,10.59,0.95,25.88,131.4,54.4,18.3109,3.3706,2.1187,5.4612,2.423,14.68
2019-03-27,2755.89,54.12,2747.14,2805.37,2819.72,2825.56,2787.72,514000000.0,10.7,0.95,37.84,131.4,54.4,18.2254,3.3549,2.1089,5.4868,2.3665,15.15
2019-03-28,2756.06,56.27,2751.24,2815.44,2809.4,2819.71,2798.77,453000000.0,10.68,0.95,20.94,131.4,54.4,18.2907,3.367,2.1164,5.4673,2.3946,14.43
2019-03-29,2756.3,60.06,2755.61,2834.4,2828.27,2836.03,2819.23,670000000.0,10.39,0.95,16.8,131.4,54.4,18.4139,3.3896,2.1307,5.4307,2.405,13.71
2019-04-01,2756.75,65.61,2760.23,2867.19,2848.63,2869.4,2848.63,529000000.0,10.88,0.95,20.77,124.2,54.9,18.6241,3.4288,2.155,5.3694,2.5009,13.4
2019-04-02,2757.18,65.62,2764.16,2867.24,2868.24,2872.9,2858.75,473000000.0,10.88,0.95,14.15,124.2,54.9,18.6231,3.4288,2.1551,5.3697,2.4741,13.36
2019-04-03,2757.65,66.63,2768.97,2873.4,2876.09,2885.25,2865.17,598000000.0,10.8,0.95,20.08,124.2,54.9,18.6631,3.4362,2.1597,5.3582,2.5241,13.74
2019-04-04,2758.17,67.63,2773.79,2879.39,2873.99,2881.28,2867.14,444000000.0,10.68,0.95,14.14,124.2,54.9,18.702,3.4433,2.1642,5.347,2.5151,13.58
2019-04-05,2758.82,69.79,2778.8,2892.74,2884.16,2893.24,2882.99,472000000.0,10.73,0.95,10.25,124.2,54.9,18.7887,3.4593,2.1742,5.3223,2.4954,12.82
2019-04-08,2759.47,70.28,2783.42,2895.77,2888.46,2895.95,2880.78,468000000.0,10.72,0.95,15.17,124.2,54.9,18.8084,3.4629,2.1765,5.3168,2.5222,13.18
2019-04-09,2760.11,63.86,2788.1,2878.2,2886.58,2886.88,2873.33,448000000.0,10.93,0.95,13.55,124.2,54.9,18.6943,3.4419,2.1633,5.3492,2.5006,14.28
2019-04-10,2760.78,65.78,2793.07,2888.21,2881.37,2889.71,2879.13,401000000.0,10.88,0.95,10.58,124.2,54.9,18.7593,3.4539,2.1708,5.3307,2.4649,13.3
2019-04-11,2761.63,65.8,2797.21,2888.32,2891.92,2893.42,2881.99,416000000.0,10.75,0.95,11.43,124.2,54.9,18.76,3.454,2.1709,5.3305,2.497,13.02
2019-04-12,2762.55,69.39,2801.28,2907.41,2900.86,2910.54,2898.37,505000000.0,10.76,0.95,12.17,124.2,54.9,18.884,3.4768,2.1852,5.2955,2.5651,12.01
2019-04-15,2763.58,68.64,2805.26,2905.58,2908.32,2909.6,2896.48,458000000.0,10.75,0.95,13.12,124.2,54.9,18.8721,3.4746,2.1839,5.2988,2.5543,12.32
2019-04-16,2764.54,68.93,2808.9,2907.06,2912.26,2916.06,2900.71,496000000.0,10.47,0.95,15.35,124.2,54.9,18.8817,3.4764,2.185,5.2961,2.5904,12.18
2019-04-17,2765.45,66.0,2812.16,2900.45,2916.04,2918.0,2895.45,588000000.0,10.1,0.95,22.55,124.2,54.9,18.8388,3.4685,2.18,5.3082,2.594,12.6
2019-04-18,2766.34,67.05,2815.63,2905.03,2904.81,2908.4,2891.9,609000000.0,10.03,0.95,16.5,124.2,54.9,18.8685,3.474,2.1835,5.2998,2.5596,12.09
2019-04-22,2767.31,67.73,2819.67,2907.97,2898.78,2909.51,2896.35,449000000.0,9.24,0.95,13.16,124.2,54.9,18.8876,3.4775,2.1857,5.2945,2.5885,12.42
2019-04-23,2768.3,73.03,2824.18,2933.68,2909.99,2936.31,2908.53,537000000.0,9.48,0.95,27.78,124.2,54.9,19.0546,3.5082,2.205,5.2481,2.565,12.28
2019-04-24,2769.14,69.94,2828.53,2927.25,2934.0,2936.83,2926.05,527000000.0,9.41,0.95,10.78,124.2,54.9,19.0129,3.5005,2.2002,5.2596,2.5181,13.14
2019-04-25,2769.85,69.41,2832.16,2926.17,2928.99,2933.1,2912.84,538000000.0,9.4,0.95,20.26,124.2,54.9,19.0058,3.4992,2.1993,5.2615,2.5325,13.25
2019-04-26,2770.58,72.28,2835.9,2939.88,2925.81,2939.88,2917.56,541000000.0,9.39,0.95,22.32,124.2,54.9,19.0949,3.5156,2.2097,5.237,2.4982,12.73
2019-04-29,2771.42,72.92,2839.84,2943.03,2940.58,2949.52,2939.35,477000000.0,9.37,0.95,10.17,124.2,54.9,19.1153,3.5194,2.212,5.2314,2.5252,13.11
2019-04-30,2772.16,73.49,2843.25,2945.83,2937.14,2948.22,2924.11,676000000.0,9.36,0.95,24.11,129.2,53.6,19.1335,3.5228,2.2141,5.2264,2.5018,13.12
2019-05-01,2772.77,62.22,2846.13,2923.73,2952.33,2954.13,2923.36,566000000.0,9.65,0.95,30.77,129.2,53.6,18.9896,3.4964,2.1975,5.266,2.4999,14.8
2019-05-02,2773.37,59.46,2848.78,2917.52,2922.16,2931.68,2900.5,533000000.0,9.22,0.95,31.18,129.2,53.6,18.9493,3.4889,2.1928,5.2772,2.5414,14.42
2019-05-03,2774.05,66.67,2852.2,2945.64,2929.21,2947.85,2929.21,500000000.0,7.27,0.95,18.64,129.2,53.6,19.1319,3.5226,2.214,5.2269,2.525,12.87
2019-05-06,2774.63,61.18,2854.99,2932.47,2908.89,2937.32,2898.21,500000000.0,7.47,0.95,39.11,129.2,53.6,19.0464,3.5068,2.2041,5.2503,2.4692,15.44
2019-05-07,2775.03,46.14,2856.75,2884.05,2913.03,2913.03,2862.6,633000000.0,9.06,0.95,50.43,129.2,53.6,18.7319,3.4489,2.1677,5.3385,2.4566,19.32
2019-05-08,2775.42,45.0,2858.46,2879.42,2879.61,2897.96,2873.28,526000000.0,8.93,0.95,24.68,129.2,53.6,18.7018,3.4434,2.1642,5.3471,2.4835,19.4
2019-05-09,2775.73,42.86,2860.03,2870.72,2859.84,2875.97,2836.4,545000000.0,8.97,0.95,39.57,129.2,53.6,18.5805,3.3426,2.1174,5.382,2.4423,19.1
2019-05-10,2776.04,46.24,2861.97,2881.4,2863.1,2891.31,2825.39,530000000.0,8.82,0.95,65.92,129.2,53.6,18.6495,3.3565,2.1253,5.3621,2.4672,16.04
2019-05-13,2775.87,32.68,2862.13,2811.87,2840.19,2840.19,2801.43,639000000.0,10.98,0.95,38.76,129.2,53.6,18.1994,3.2757,2.0741,5.4947,2.4015,20.55
2019-05-14,2775.85,38.93,2862.96,2834.41,2820.12,2852.54,2820.12,523000000.0,11.29,0.95,32.42,129.2,53.6,18.3516,3.3018,2.0907,5.4491,2.4104,18.06
2019-05-15,2776.01,43.11,2864.19,2850.96,2820.38,2858.68,2815.08,486000000.0,11.41,0.95,43.6,129.2,53.6,18.4626,3.3226,2.1029,5.4163,2.3732,16.44
2019-05-16,2776.38,48.88,2866.29,2876.32,2855.8,2892.15,2855.8,502000000.0,11.72,0.95,36.35,129.2,53.6,18.6262,3.3536,2.1217,5.3688,2.3944,15.29
2019-05-17,2776.6,45.59,2868.5,2859.53,2858.6,2885.48,2854.23,566000000.0,11.75,0.95,31.25,129.2,53.6,18.5179,3.3341,2.1091,5.4002,2.3909,15.96
2019-05-20,2776.73,42.07,2870.44,2840.23,2841.94,2853.86,2831.29,510000000.0,11.9,0.95,22.57,129.2,53.6,18.3929,3.3116,2.0949,5.4369,2.4157,16.31
2019-05-21,2776.92,47.52,2872.06,2864.36,2854.02,2868.88,2854.02,476000000.0,12.08,0.95,14.86,129.2,53.6,18.548,3.3398,2.1126,5.3914,2.4264,14.95
2019-05-22,2777.0,45.96,2873.36,2856.27,2856.06,2865.47,2851.11,433000000.0,12.05,0.95,14.36,129.2,53.6,18.4972,3.3305,2.1066,5.4062,2.382,14.75
2019-05-23,2776.86,40.01,2873.59,2822.24,2836.7,2836.7,2805.49,577000000.0,12.54,0.95,31.21,129.2,53.6,18.3038,3.2905,2.0815,5.4633,2.3185,16.92
2019-05-24,2776.7,40.93,2873.94,2826.06,2832.41,2841.36,2820.19,400000000.0,12.35,0.95,21.17,129.2,53.6,18.328,3.2949,2.0843,5.4561,2.3202,15.85
2019-05-28,2776.42,37.12,2873.54,2802.39,2830.03,2840.51,2801.58,948000000.0,12.55,0.95,38.93,129.2,53.6,18.1744,3.2673,2.0669,5.5022,2.2658,17.5
2019-05-29,2776.07,34.3,2872.54,2783.02,2790.25,2792.03,2766.06,539000000.0,12.65,0.95,25.97,129.2,53.6,18.0489,3.2448,2.0526,5.5405,2.2605,17.9
2019-05-30,2775.84,35.88,2871.66,2788.86,2786.94,2799.0,2776.74,411000000.0,12.69,0.95,22.26,129.2,53.6,18.0868,3.2515,2.0569,5.5289,2.2133,17.3
2019-05-31,2775.5,30.84,2870.22,2752.06,2766.15,2768.98,2750.52,591000000.0,13.14,0.95,18.46,131.3,52.6,17.8515,3.2086,2.0297,5.6018,2.1246,18.71
2019-06-03,2775.02,29.91,2868.01,2744.45,2751.53,2763.07,2728.81,680000000.0,13.11,0.95,34.26,131.3,52.6,17.8022,3.1997,2.0241,5.6173,2.071,18.86
2019-06-04,2774.94,44.03,2868.06,2803.27,2762.64,2804.49,2762.64,598000000.0,14.51,0.95,41.85,131.3,52.6,18.1882,3.268,2.0675,5.4981,2.1296,16.97
2019-06-05,2774.87,48.39,2868.62,2826.15,2818.09,2827.28,2800.92,544000000.0,14.8,0.95,26.36,131.3,52.6,18.3364,3.2946,2.0844,5.4536,2.1348,16.09
2019-06-06,2774.84,51.47,2869.12,2843.49,2828.51,2852.1,2822.45,539000000.0,14.96,0.95,29.65,131.3,52.6,18.4516,3.315,2.0972,5.4196,2.1174,15.93
2019-06-07,2774.92,56.31,2870.48,2873.34,2852.87,2884.97,2852.87,484000000.0,15.26,0.95,32.1,131.3,52.6,18.645,3.3498,2.1192,5.3634,2.0809,16.3
2019-06-10,2775.04,58.31,2871.9,2886.73,2885.83,2904.77,2885.51,484000000.0,15.34,0.95,19.26,131.3,52.6,18.732,3.3654,2.1291,5.3385,2.1484,15.94
2019-06-11,2775.16,58.1,2872.93,2885.72,2903.27,2910.61,2878.53,579000000.0,15.33,0.95,32.08,131.3,52.6,18.725,3.3642,2.1283,5.3404,2.1431,15.99
2019-06-12,2775.27,56.77,2873.18,2879.84,2882.73,2888.57,2874.68,411000000.0,15.19,0.95,13.89,131.3,52.6,18.6869,3.3574,2.124,5.3513,2.1205,15.91
2019-06-13,2775.36,58.8,2873.67,2891.64,2886.24,2895.24,2881.99,439000000.0,15.24,0.95,13.25,131.3,52.6,18.788,3.3705,2.1327,5.3225,2.0945,15.82
2019-06-14,2775.31,57.65,2873.94,2886.98,2886.82,2894.45,2879.62,434000000.0,14.93,0.95,14.83,131.3,52.6,18.7577,3.3651,2.1293,5.3311,2.0804,15.28
2019-06-17,2775.27,58.16,2874.15,2889.67,2889.75,2897.27,2887.3,426000000.0,14.89,0.95,9.97,131.3,52.6,18.7753,3.3682,2.1313,5.3262,2.0942,15.35
2019-06-18,2775.29,63.14,2874.65,2917.75,2906.71,2930.79,2905.44,514000000.0,14.32,0.95,25.35,131.3,52.6,18.9579,3.4009,2.152,5.2748,2.0595,15.15
2019-06-19,2775.41,64.55,2875.26,2926.46,2920.55,2931.74,2911.43,527000000.0,14.32,0.95,20.31,131.3,52.6,19.0145,3.4111,2.1584,5.2591,2.0233,14.33
2019-06-20,2775.68,68.66,2876.78,2954.18,2949.6,2958.06,2931.5,577000000.0,14.52,0.95,26.56,131.3,52.6,19.1946,3.4433,2.1789,5.2098,2.0284,14.75
2019-06-21,2775.94,67.53,2878.03,2950.46,2952.71,2964.15,2946.87,1420000000.0,14.51,0.95,17.28,131.3,52.6,19.17,3.439,2.1761,5.2165,2.054,15.4
2019-06-24,2776.23,65.92,2879.17,2945.35,2951.42,2954.92,2944.05,499000000.0,12.26,0.95,10.87,131.3,52.6,19.1367,3.433,2.1723,5.2255,2.0143,15.26
2019-06-25,2776.42,57.81,2879.37,2917.38,2945.78,2946.52,2916.01,545000000.0,12.53,0.95,30.51,131.3,52.6,18.955,3.4004,2.1517,5.2757,1.985,16.28
2019-06-26,2776.64,56.85,2879.53,2913.78,2926.07,2932.59,2912.99,553000000.0,12.46,0.95,19.6,131.3,52.6,18.9316,3.3962,2.1491,5.2822,2.0468,16.21
2019-06-27,2776.87,59.13,2879.89,2924.92,2919.66,2929.3,2918.57,442000000.0,12.24,0.95,10.73,131.3,52.6,19.004,3.4092,2.1573,5.262,2.014,15.82
2019-06-28,2777.14,62.37,2880.71,2941.76,2932.94,2943.98,2929.05,1130000000.0,12.17,0.95,14.93,131.3,52.6,19.1126,3.4288,2.1693,5.2321,2.0051,15.08
2019-07-01,2777.52,66.23,2881.9,2964.33,2971.41,2977.93,2952.22,527000000.0,12.08,0.95,25.71,124.3,51.5,19.2778,3.4644,2.1866,5.1873,2.024,14.06
2019-07-02,2777.86,67.61,2883.2,2973.01,2964.66,2973.21,2955.92,435000000.0,11.9,0.95,17.29,124.3,51.5,19.3343,3.4746,2.193,5.1722,1.974,12.93
2019-07-03,2778.32,70.96,2884.44,2995.82,2978.08,2995.84,2977.96,327000000.0,11.97,0.95,17.88,124.3,51.5,19.4807,3.5012,2.2098,5.1333,1.9498,12.57
2019-07-05,2778.83,69.13,2885.71,2990.41,2984.25,2994.03,2967.97,358000000.0,11.26,0.95,26.06,124.3,51.5,19.4455,3.4949,2.2058,5.1426,2.0338,13.28
2019-07-08,2779.19,64.36,2886.7,2975.95,2979.77,2980.76,2970.09,439000000.0,11.45,0.95,10.67,124.3,51.5,19.3515,3.478,2.1952,5.1676,2.0476,13.96
2019-07-09,2779.54,65.02,2887.5,2979.63,2965.52,2981.9,2963.44,431000000.0,11.01,0.95,18.46,124.3,51.5,19.3754,3.4823,2.1979,5.1612,2.0648,14.09
2019-07-10,2779.86,67.4,2888.5,2993.07,2989.3,3002.98,2984.62,428000000.0,10.66,0.95,18.36,124.3,51.5,19.4627,3.498,2.2078,5.138,2.0613,13.03
2019-07-11,2780.21,68.58,2889.58,2999.91,2999.62,3002.33,2988.8,434000000.0,10.66,0.95,13.53,124.3,51.5,19.5071,3.506,2.2128,5.1263,2.1378,12.93
2019-07-12,2780.68,70.86,2891.38,3013.77,3003.36,3013.92,3001.87,423000000.0,9.48,0.95,12.05,124.3,51.5,19.5972,3.5222,2.223,5.1028,2.1219,12.39
2019-07-15,2781.17,70.95,2893.32,3014.3,3017.8,3017.8,3008.77,443000000.0,9.35,0.95,9.03,124.3,51.5,19.6007,3.5228,2.2234,5.1019,2.0887,12.68
2019-07-16,2781.66,66.79,2894.48,3004.04,3012.13,3015.02,3001.15,430000000.0,7.72,0.95,13.87,124.3,51.5,19.534,3.5108,2.2159,5.1193,2.1026,12.86
2019-07-17,2782.01,59.6,2895.52,2984.42,3005.1,3005.26,2984.25,450000000.0,7.95,0.95,21.01,124.3,51.5,19.4064,3.4879,2.2014,5.1529,2.0451,13.97
2019-07-18,2782.42,62.0,2897.74,2995.11,2978.87,2998.28,2973.09,463000000.0,7.86,0.95,25.19,124.3,51.5,19.476,3.5004,2.2093,5.1345,2.0242,13.53
2019-07-19,2782.68,55.81,2899.69,2976.61,3004.26,3006.02,2975.86,542000000.0,7.74,0.95,30.16,124.3,51.5,19.3557,3.4788,2.1956,5.1664,2.0552,14.45
2019-07-22,2782.99,57.87,2901.97,2985.03,2981.93,2990.71,2976.65,455000000.0,7.68,0.95,14.06,124.3,51.5,19.4104,3.4886,2.2019,5.1519,2.0464,13.53
2019-07-23,2783.39,62.45,2904.46,3005.47,2994.74,3005.9,2988.56,443000000.0,7.85,0.95,17.34,124.3,51.5,19.5433,3.5125,2.2169,5.1169,2.0812,12.61
2019-07-24,2783.98,65.25,2908.61,3019.56,2998.77,3019.59,2996.82,511000000.0,7.84,0.95,22.77,124.3,51.5,19.6349,3.529,2.2273,5.093,2.0428,12.07
2019-07-25,2784.57,59.83,2911.99,3003.67,3016.26,3016.31,2997.24,535000000.0,8.06,0.95,19.07,124.3,51.5,19.5316,3.5104,2.2156,5.1199,2.081,12.74
2019-07-26,2785.28,64.29,2915.49,3025.86,3013.25,3027.98,3012.59,467000000.0,8.21,0.95,15.39,124.3,51.5,19.6759,3.5363,2.232,5.0824,2.0703,12.16
2019-07-29,2785.98,62.64,2918.39,3020.97,3024.47,3025.61,3014.3,440000000.0,8.26,0.95,11.31,124.3,51.5,19.6441,3.5306,2.2284,5.0906,2.065,12.83
2019-07-30,2787.12,60.0,2921.46,3013.18,3007.66,3017.19,3000.94,445000000.0,7.95,0.95,16.25,124.3,51.5,19.5937,3.5215,2.2226,5.1037,2.058,13.94
2019-07-31,2788.38,50.36,2924.26,2980.38,3016.22,3017.4,2958.08,818000000.0,8.7,0.95,59.32,135.8,51.0,19.3804,3.4832,2.1984,5.1599,2.0144,16.12
2019-08-01,2789.31,44.12,2926.05,2953.56,2980.32,3013.59,2945.23,676000000.0,8.73,0.95,68.36,135.8,51.0,19.206,3.4519,2.1786,5.2067,1.8935,17.87
2019-08-02,2790.21,39.85,2927.56,2932.05,2943.9,2945.5,2914.11,580000000.0,8.99,0.95,31.39,135.8,51.0,19.0661,3.4267,2.1628,5.2449,1.8452,17.61
2019-08-05,2790.39,28.01,2928.01,2844.74,2898.07,2898.07,2822.12,766000000.0,12.72,0.95,75.95,135.8,51.0,18.4982,3.3247,2.0984,5.4059,1.7075,24.59
2019-08-06,2790.75,36.61,2929.13,2881.77,2861.18,2884.4,2847.42,589000000.0,13.12,0.95,36.98,135.8,51.0,18.7391,3.368,2.1257,5.3364,1.7023,20.17
2019-08-07,2791.33,37.1,2930.76,2883.98,2858.65,2892.17,2825.71,633000000.0,13.12,0.95,66.46,135.8,51.0,18.548,3.3146,2.09,5.3914,1.7342,19.49
2019-08-08,2792.18,47.62,2933.86,2938.09,2896.21,2938.72,2894.47,654000000.0,14.25,0.95,44.25,135.8,51.0,18.9071,3.379,2.1291,5.289,1.7172,16.91
2019-08-09,2792.99,44.73,2936.45,2918.65,2930.51,2935.75,2900.15,500000000.0,14.29,0.95,35.6,135.8,51.0,18.7899,3.3569,2.1151,5.322,1.7447,17.97
2019-08-12,2793.71,40.02,2939.09,2883.75,2907.07,2907.58,2873.14,399000000.0,14.49,0.95,34.44,135.8,51.0,18.565,3.3162,2.0898,5.3865,1.6454,21.09
2019-08-13,2795.06,47.3,2942.73,2926.32,2880.72,2943.31,2877.05,563000000.0,15.19,0.95,66.26,135.8,51.0,18.8424,3.3653,2.1207,5.3072,1.7035,17.52
2019-08-14,2795.73,37.45,2943.47,2840.6,2894.15,2894.15,2839.64,693000000.0,17.29,0.95,54.51,135.8,51.0,18.3135,3.2659,2.0585,5.4605,1.5792,22.1
2019-08-15,2796.68,38.57,2943.9,2847.6,2846.2,2856.67,2825.51,585000000.0,17.34,0.95,31.16,135.8,51.0,18.3611,3.274,2.0635,5.4463,1.5269,21.18
2019-08-16,2797.92,44.84,2944.81,2888.68,2864.74,2893.63,2864.74,592000000.0,17.96,0.95,28.89,135.8,51.0,18.6267,3.3215,2.0932,5.3686,1.5538,18.47
2019-08-19,2799.12,49.57,2945.81,2923.65,2913.48,2931.0,2913.48,498000000.0,18.37,0.95,17.52,135.8,51.0,18.852,3.3617,2.1185,5.3045,1.6063,16.88
2019-08-20,2800.07,46.72,2946.09,2900.51,2919.01,2923.63,2899.6,451000000.0,18.42,0.95,24.03,135.8,51.0,18.7027,3.3361,2.1018,5.3468,1.5555,17.5
2019-08-21,2800.99,49.92,2946.86,2924.43,2922.04,2928.73,2917.91,399000000.0,18.61,0.95,10.82,135.8,51.0,18.8538,3.3635,2.1191,5.304,1.5893,15.8
2019-08-22,2801.98,49.72,2947.72,2922.95,2930.94,2939.08,2904.51,430000000.0,18.53,0.95,34.57,135.8,51.0,18.8517,3.3621,2.118,5.3046,1.6131,16.68
2019-08-23,2802.53,40.75,2946.83,2847.11,2911.07,2927.01,2834.97,701000000.0,20.0,0.96,92.04,135.8,51.0,18.3607,3.2749,2.063,5.4464,1.5351,19.87
2019-08-26,2803.14,45.14,2946.66,2878.38,2866.7,2879.27,2856.0,464000000.0,20.36,0.96,23.27,135.8,51.0,18.5615,3.3116,2.0857,5.3875,1.5351,19.32
