Dates,PX_LAST
4/4/2018,2.8027
4/5/2018,2.832
4/6/2018,2.7735
4/9/2018,2.779
4/10/2018,2.8009
4/11/2018,2.7808
4/12/2018,2.8358
4/13/2018,2.8267
4/16/2018,2.8267
4/17/2018,2.8285
4/18/2018,2.8728
4/19/2018,2.9098
4/20/2018,2.9602
4/23/2018,2.9752
4/24/2018,2.9995
4/25/2018,3.0259
4/26/2018,2.9809
4/27/2018,2.9568
4/30/2018,2.9531
5/1/2018,2.9644
5/2/2018,2.9663
5/3/2018,2.9458
5/4/2018,2.9497
5/7/2018,2.9497
5/8/2018,2.976
5/9/2018,3.0042
5/10/2018,2.9622
5/11/2018,2.9695
5/14/2018,3.0024
5/15/2018,3.0723
5/16/2018,3.0964
5/17/2018,3.1112
5/18/2018,3.0559
5/21/2018,3.0596
5/22/2018,3.0597
5/23/2018,2.9935
5/24/2018,2.977
5/25/2018,2.9313
5/28/2018,2.9313
5/29/2018,2.781
5/30/2018,2.855
5/31/2018,2.8586
6/1/2018,2.9022
6/4/2018,2.9424
6/5/2018,2.9277
6/6/2018,2.9717
6/7/2018,2.9204
6/8/2018,2.9461
6/11/2018,2.9516
6/12/2018,2.9608
6/13/2018,2.9663
6/14/2018,2.9351
6/15/2018,2.9205
6/18/2018,2.9169
6/19/2018,2.8967
6/20/2018,2.9389
6/21/2018,2.8967
6/22/2018,2.8949
6/25/2018,2.8803
6/26/2018,2.8766
6/27/2018,2.8256
6/28/2018,2.8365
6/29/2018,2.8601
7/2/2018,2.8711
7/3/2018,2.8309
7/4/2018,2.8309
7/5/2018,2.8291
7/6/2018,2.8217
7/9/2018,2.8564
7/10/2018,2.8491
7/11/2018,2.8491
7/12/2018,2.8454
7/13/2018,2.8271
7/16/2018,2.8582
7/17/2018,2.86
7/18/2018,2.8692
7/19/2018,2.838
7/20/2018,2.8931
7/23/2018,2.9541
7/24/2018,2.9486
7/25/2018,2.9746
7/26/2018,2.9764
7/27/2018,2.9542
7/30/2018,2.9728
7/31/2018,2.9598
8/1/2018,3.0064
8/2/2018,2.9859
8/3/2018,2.9488
8/6/2018,2.9395
8/7/2018,2.973
8/8/2018,2.96
8/9/2018,2.9258
8/10/2018,2.8732
8/13/2018,2.8786
8/14/2018,2.8985
8/15/2018,2.8623
8/16/2018,2.8659
8/17/2018,2.8605
8/20/2018,2.819
8/21/2018,2.8298
8/22/2018,2.8189
8/23/2018,2.8261
8/24/2018,2.8098
8/27/2018,2.8459
8/28/2018,2.8804
8/29/2018,2.884
8/30/2018,2.855
8/31/2018,2.8604
9/3/2018,2.8604
9/4/2018,2.8985
9/5/2018,2.9022
9/6/2018,2.8731
9/7/2018,2.9388
9/10/2018,2.9314
9/11/2018,2.9755
9/12/2018,2.9626
9/13/2018,2.97
9/14/2018,2.9959
9/17/2018,2.9867
9/18/2018,3.0551
9/19/2018,3.0626
9/20/2018,3.0626
9/21/2018,3.0628
9/24/2018,3.0889
9/25/2018,3.0964
9/26/2018,3.048
9/27/2018,3.0518
9/28/2018,3.0612
10/1/2018,3.0836
10/2/2018,3.0631
10/3/2018,3.1813
10/4/2018,3.187
10/5/2018,3.2328
10/8/2018,3.2328
10/9/2018,3.2063
10/10/2018,3.1629
10/11/2018,3.1498
10/12/2018,3.1613
10/15/2018,3.1557
10/16/2018,3.1633
10/17/2018,3.205
10/18/2018,3.1786
10/19/2018,3.1921
10/22/2018,3.1978
10/23/2018,3.1676
10/24/2018,3.1035
10/25/2018,3.1167
10/26/2018,3.0755
10/29/2018,3.0849
10/30/2018,3.1227
10/31/2018,3.1435
11/1/2018,3.1303
11/2/2018,3.2121
11/5/2018,3.2008
11/6/2018,3.2276
11/7/2018,3.2355
11/8/2018,3.2373
11/9/2018,3.1819
11/12/2018,3.1819
11/13/2018,3.1397
11/14/2018,3.125
11/15/2018,3.1103
11/16/2018,3.0628
11/19/2018,3.0628
11/20/2018,3.0628
11/21/2018,3.0627
11/22/2018,3.0627
11/23/2018,3.039
11/26/2018,3.0535
11/27/2018,3.0572
11/28/2018,3.059
11/29/2018,3.0298
11/30/2018,2.9879
12/3/2018,2.9697
12/4/2018,2.9136
12/5/2018,2.9136
12/6/2018,2.8955
12/7/2018,2.845
12/10/2018,2.8575
12/11/2018,2.879
12/12/2018,2.9096
12/13/2018,2.9131
12/14/2018,2.8895
12/17/2018,2.857
12/18/2018,2.8175
12/19/2018,2.7548
12/20/2018,2.8065
12/21/2018,2.7902
12/24/2018,2.7383
12/25/2018,2.7383
12/26/2018,2.8079
12/27/2018,2.7666
12/28/2018,2.7182
12/31/2018,2.6842
1/1/2019,2.6842
1/2/2019,2.6204
1/3/2019,2.5535
1/4/2019,2.6677
1/7/2019,2.696
1/8/2019,2.728
1/9/2019,2.71
1/10/2019,2.7421
1/11/2019,2.7007
1/14/2019,2.7024
1/15/2019,2.7112
1/16/2019,2.7218
1/17/2019,2.7504
1/18/2019,2.7842
1/21/2019,2.7842
1/22/2019,2.7392
1/23/2019,2.7409
1/24/2019,2.7157
1/25/2019,2.7585
1/28/2019,2.744
1/29/2019,2.7098
1/30/2019,2.6775
1/31/2019,2.6293
2/1/2019,2.6842
2/4/2019,2.7235
2/5/2019,2.6983
2/6/2019,2.6946
2/7/2019,2.6572
2/8/2019,2.6339
2/11/2019,2.6536
2/12/2019,2.6877
2/13/2019,2.7021
2/14/2019,2.6536
2/15/2019,2.6626
2/18/2019,2.6626
2/19/2019,2.6339
2/20/2019,2.6447
2/21/2019,2.6914
2/22/2019,2.6518
2/25/2019,2.6626
2/26/2019,2.6357
2/27/2019,2.6825
2/28/2019,2.715
3/1/2019,2.7531
3/4/2019,2.7223
3/5/2019,2.7169
3/6/2019,2.6934
3/7/2019,2.6393
3/8/2019,2.6285
3/11/2019,2.6393
3/12/2019,2.6015
3/13/2019,2.6213
3/14/2019,2.6303
3/15/2019,2.5871
3/18/2019,2.6033
3/19/2019,2.6123
3/20/2019,2.5263
3/21/2019,2.5369
3/22/2019,2.439
3/25/2019,2.3983
3/26/2019,2.423
3/27/2019,2.3665
3/28/2019,2.3946
3/29/2019,2.405
4/1/2019,2.5009
4/2/2019,2.4741
4/3/2019,2.5241
4/4/2019,2.5151
4/5/2019,2.4954
4/8/2019,2.5222
4/9/2019,2.5006
4/10/2019,2.4649
4/11/2019,2.497
4/12/2019,2.5651
4/15/2019,2.5543
4/16/2019,2.5904
4/17/2019,2.594
4/18/2019,2.5596
4/19/2019,2.5596
4/22/2019,2.5885
4/23/2019,2.565
4/24/2019,2.5181
4/25/2019,2.5325
4/26/2019,2.4982
4/29/2019,2.5252
4/30/2019,2.5018
5/1/2019,2.4999
5/2/2019,2.5414
5/3/2019,2.525
5/6/2019,2.4692
5/7/2019,2.4566
5/8/2019,2.4835
5/9/2019,2.4423
5/10/2019,2.4672
5/13/2019,2.4015
5/14/2019,2.4104
5/15/2019,2.3732
5/16/2019,2.3944
5/17/2019,2.3909
5/20/2019,2.4157
5/21/2019,2.4264
5/22/2019,2.382
5/23/2019,2.3185
5/24/2019,2.3202
5/27/2019,2.3202
5/28/2019,2.2658
5/29/2019,2.2605
5/30/2019,2.2133
5/31/2019,2.1246
6/3/2019,2.071
6/4/2019,2.1296
6/5/2019,2.1348
6/6/2019,2.1174
6/7/2019,2.0809
6/10/2019,2.1484
6/11/2019,2.1431
6/12/2019,2.1205
6/13/2019,2.0945
6/14/2019,2.0804
6/17/2019,2.0942
6/18/2019,2.0595
6/19/2019,2.0233
6/20/2019,2.0284
6/21/2019,2.054
6/24/2019,2.0143
6/25/2019,1.985
6/26/2019,2.0468
6/27/2019,2.014
6/28/2019,2.0051
7/1/2019,2.024
7/2/2019,1.974
7/3/2019,1.9498
7/4/2019,1.9498
7/5/2019,2.0338
7/8/2019,2.0476
7/9/2019,2.0648
7/10/2019,2.0613
7/11/2019,2.1378
7/12/2019,2.1219
7/15/2019,2.0887
7/16/2019,2.1026
7/17/2019,2.0451
7/18/2019,2.0242
7/19/2019,2.0552
7/22/2019,2.0464
7/23/2019,2.0812
7/24/2019,2.0428
7/25/2019,2.081
7/26/2019,2.0703
7/29/2019,2.065
7/30/2019,2.058
7/31/2019,2.0144
8/1/2019,1.8935
8/2/2019,1.8452
8/5/2019,1.7075
8/6/2019,1.7023
8/7/2019,1.7342
8/8/2019,1.7172
8/9/2019,1.7447
8/12/2019,1.6454
8/13/2019,1.7035
8/14/2019,1.5792
8/15/2019,1.5269
8/16/2019,1.5538
8/19/2019,1.6063
8/20/2019,1.5555
8/21/2019,1.5893
8/22/2019,1.6131
8/23/2019,1.5351
8/26/2019,1.5351
8/27/2019,1.4711
8/28/2019,1.4794
8/29/2019,1.4945
8/30/2019,1.4961
9/2/2019,1.4961
9/3/2019,1.4573
9/4/2019,1.4657
9/5/2019,1.5586
9/6/2019,1.5602
9/9/2019,1.6438
9/10/2019,1.7316
9/11/2019,1.7385
9/12/2019,1.7715
9/13/2019,1.8958
9/16/2019,1.8467
9/17/2019,1.8013
9/18/2019,1.7961
9/19/2019,1.784
9/20/2019,1.7215
9/23/2019,1.7267
9/24/2019,1.6456
9/25/2019,1.7372
9/26/2019,1.6921
9/27/2019,1.6801
9/30/2019,1.6646
10/1/2019,1.6353
10/2/2019,1.5992
10/3/2019,1.5341
10/4/2019,1.529
10/7/2019,1.558
10/8/2019,1.5289
10/9/2019,1.5836
10/10/2019,1.6681
10/11/2019,1.729
10/14/2019,1.729
10/15/2019,1.771
10/16/2019,1.7395
10/17/2019,1.7518
10/18/2019,1.7536
10/21/2019,1.7993
10/22/2019,1.7607
10/23/2019,1.7642
10/24/2019,1.766
10/25/2019,1.7943
10/28/2019,1.842
10/29/2019,1.8385
10/30/2019,1.7715
10/31/2019,1.691
11/1/2019,1.7103
11/4/2019,1.777
11/5/2019,1.8584
11/6/2019,1.8283
11/7/2019,1.9173
11/8/2019,1.9417
11/11/2019,1.9417
11/12/2019,1.9347
11/13/2019,1.886
11/14/2019,1.8186
11/15/2019,1.8308
11/18/2019,1.8153
11/19/2019,1.7826
11/20/2019,1.7449
11/21/2019,1.7723
11/22/2019,1.7706
11/25/2019,1.7551
11/26/2019,1.7414
11/27/2019,1.7654
11/28/2019,1.7654
11/29/2019,1.7758
12/2/2019,1.8189
12/3/2019,1.7157
12/4/2019,1.774
12/5/2019,1.8103
12/6/2019,1.8363
12/9/2019,1.819
12/10/2019,1.8416
12/11/2019,1.7914
12/12/2019,1.8922
12/13/2019,1.8226
12/16/2019,1.8713
12/17/2019,1.8801
12/18/2019,1.9169
12/19/2019,1.9204
12/20/2019,1.9171
12/23/2019,1.9294
12/24/2019,1.8996
12/25/2019,1.8996
12/26/2019,1.8944
12/27/2019,1.8752
12/30/2019,1.8788
12/31/2019,1.9175
1/1/2020,1.9175
1/2/2020,1.8771
1/3/2020,1.7881
1/6/2020,1.809
1/7/2020,1.8177
1/8/2020,1.8738
1/9/2020,1.8545
1/10/2020,1.8196
1/13/2020,1.8459
1/14/2020,1.8109
1/15/2020,1.783
1/16/2020,1.8074
1/17/2020,1.8215
1/20/2020,1.8215
1/21/2020,1.7743
1/22/2020,1.7691
1/23/2020,1.7325
1/24/2020,1.6839
1/27/2020,1.608
1/28/2020,1.6562
1/29/2020,1.5839
1/30/2020,1.5856
1/31/2020,1.5068
2/3/2020,1.5272
2/4/2020,1.5991
2/5/2020,1.6508
2/6/2020,1.6422
2/7/2020,1.5834
2/10/2020,1.5696
2/11/2020,1.6006
2/12/2020,1.6333
2/13/2020,1.6173
2/14/2020,1.5848
2/17/2020,1.5848
2/18/2020,1.561
2/19/2020,1.5661
2/20/2020,1.5152
2/21/2020,1.4713
2/24/2020,1.3705
2/25/2020,1.3521
2/26/2020,1.3371
2/27/2020,1.2607
2/28/2020,1.1486
3/2/2020,1.1632
3/3/2020,0.999
3/4/2020,1.0522
3/5/2020,0.912
3/6/2020,0.7623
3/9/2020,0.5407
3/10/2020,0.803
3/11/2020,0.8695
3/12/2020,0.8042
3/13/2020,0.9603
3/16/2020,0.7182
3/17/2020,1.0784
3/18/2020,1.1915
3/19/2020,1.1404
3/20/2020,0.8454
3/23/2020,0.7863
3/24/2020,0.8466
3/25/2020,0.8673
3/26/2020,0.8447
3/27/2020,0.6746
3/30/2020,0.7264
3/31/2020,0.6695
4/1/2020,0.5832
4/2/2020,0.597
4/3/2020,0.5948
4/6/2020,0.6698
4/7/2020,0.7122
4/8/2020,0.7722
4/9/2020,0.7191
4/10/2020,0.7191
4/13/2020,0.7713
4/14/2020,0.752
4/15/2020,0.6316
4/16/2020,0.6267
4/17/2020,0.6417
4/20/2020,0.6053
4/21/2020,0.5691
4/22/2020,0.619
4/23/2020,0.6015
4/24/2020,0.6008
4/27/2020,0.6605
4/28/2020,0.6129
4/29/2020,0.6269
4/30/2020,0.6393
5/1/2020,0.6118
5/4/2020,0.6336
5/5/2020,0.6619
5/6/2020,0.703
5/7/2020,0.6409
5/8/2020,0.6831
5/11/2020,0.7099
5/12/2020,0.6651
5/13/2020,0.6525
5/14/2020,0.6218
5/15/2020,0.6428
5/18/2020,0.7257
5/19/2020,0.6882
5/20/2020,0.6801
5/21/2020,0.672
5/22/2020,0.6591
5/25/2020,0.6591
5/26/2020,0.6965
5/27/2020,0.6819
5/28/2020,0.69
5/29/2020,0.6526
6/1/2020,0.6591
6/2/2020,0.6852
6/3/2020,0.7458
6/4/2020,0.8234
6/5/2020,0.8951
6/8/2020,0.8752
6/9/2020,0.8253
6/10/2020,0.7263
6/11/2020,0.669
6/12/2020,0.7034
6/15/2020,0.7215
6/16/2020,0.7528
6/17/2020,0.738
6/18/2020,0.7084
6/19/2020,0.6937
6/22/2020,0.7085
6/23/2020,0.7118
6/24/2020,0.679
6/25/2020,0.6856
6/26/2020,0.6413
6/29/2020,0.6234
6/30/2020,0.6561
7/1/2020,0.6758
7/2/2020,0.6693
7/3/2020,0.6693
7/6/2020,0.6759
7/7/2020,0.6397
7/8/2020,0.6644
7/9/2020,0.6135
7/10/2020,0.6447
7/13/2020,0.6184
7/14/2020,0.6233
7/15/2020,0.6299
7/16/2020,0.6168
7/17/2020,0.6266
7/20/2020,0.6102
7/21/2020,0.6004
7/22/2020,0.5971
7/23/2020,0.5774
7/24/2020,0.5888
7/27/2020,0.6151
7/28/2020,0.579
7/29/2020,0.5741
7/30/2020,0.5462
7/31/2020,0.5282
8/3/2020,0.5543
8/4/2020,0.5069
8/5/2020,0.5477
8/6/2020,0.5362
8/7/2020,0.564
8/10/2020,0.5755
8/11/2020,0.6415
8/12/2020,0.6747
8/13/2020,0.7208
8/14/2020,0.7094
8/17/2020,0.6882
8/18/2020,0.6687
8/19/2020,0.6801
8/20/2020,0.6509
8/21/2020,0.6282
8/24/2020,0.6542
8/25/2020,0.6835
8/26/2020,0.6884
8/27/2020,0.7522
8/28/2020,0.7211
8/31/2020,0.7048
9/1/2020,0.6689
9/2/2020,0.6477
9/3/2020,0.6347
9/4/2020,0.718
9/7/2020,0.718
9/8/2020,0.6788
9/9/2020,0.7001
9/10/2020,0.6772
9/11/2020,0.6658
9/14/2020,0.6723
9/15/2020,0.6789
9/16/2020,0.6969
9/17/2020,0.6887
9/18/2020,0.6937
9/21/2020,0.6658
9/22/2020,0.6708
9/23/2020,0.6724
9/24/2020,0.6659
9/25/2020,0.6544
9/28/2020,0.6528
9/29/2020,0.6495
9/30/2020,0.684
10/1/2020,0.6774
10/2/2020,0.7005
10/5/2020,0.7817
10/6/2020,0.7353
10/7/2020,0.7868
10/8/2020,0.7852
10/9/2020,0.7737
10/12/2020,0.7737
10/13/2020,0.7272
10/14/2020,0.7256
10/15/2020,0.7322
10/16/2020,0.7456
10/19/2020,0.769
10/20/2020,0.7857
10/21/2020,0.8226
10/22/2020,0.8562
10/23/2020,0.8429
10/26/2020,0.801
10/27/2020,0.7676
10/28/2020,0.771
10/29/2020,0.823
10/30/2020,0.8737
11/2/2020,0.8434
11/3/2020,0.8993
11/4/2020,0.7629
11/5/2020,0.7629
11/6/2020,0.8185
11/9/2020,0.9235
11/10/2020,0.9595
11/11/2020,0.9753
11/12/2020,0.8815
11/13/2020,0.8963
11/16/2020,0.9061
11/17/2020,0.857
11/18/2020,0.8701
11/19/2020,0.8293
11/20/2020,0.8243
11/23/2020,0.8537
11/24/2020,0.8799
11/25/2020,0.8816
11/26/2020,0.8816
11/27/2020,0.8373
11/30/2020,0.8389
12/1/2020,0.926
12/2/2020,0.936
12/3/2020,0.9063
12/4/2020,0.9659
12/7/2020,0.9228
12/8/2020,0.9179
12/9/2020,0.9361
12/10/2020,0.9063
12/11/2020,0.8964
12/14/2020,0.8931
12/15/2020,0.908
12/16/2020,0.9163
12/17/2020,0.9329
12/18/2020,0.9462
12/21/2020,0.9346
12/22/2020,0.9164
12/23/2020,0.943
12/24/2020,0.9231
12/25/2020,0.9231
12/28/2020,0.9231
12/29/2020,0.9364
12/30/2020,0.9231
12/31/2020,0.9132
1/1/2021,0.9132
1/4/2021,0.9132
1/5/2021,0.9549
1/6/2021,1.0355
1/7/2021,1.0795
1/8/2021,1.1153
1/11/2021,1.146
1/12/2021,1.1291
1/13/2021,1.0832
1/14/2021,1.1292
1/15/2021,1.0835
1/18/2021,1.0835
1/19/2021,1.0886
1/20/2021,1.0802
1/21/2021,1.1058
1/22/2021,1.0855
1/25/2021,1.0295
1/26/2021,1.0347
1/27/2021,1.0161
1/28/2021,1.0449
1/29/2021,1.0655
2/1/2021,1.0792
2/2/2021,1.0963
2/3/2021,1.1374
2/4/2021,1.1392
2/5/2021,1.1635
2/8/2021,1.1705
2/9/2021,1.1568
2/10/2021,1.1225
2/11/2021,1.1632
2/12/2021,1.2082
2/15/2021,1.2082
2/16/2021,1.3141
2/17/2021,1.2703
2/18/2021,1.2956
2/19/2021,1.3364
2/22/2021,1.3653
2/23/2021,1.3416
2/24/2021,1.3756
2/25/2021,1.5199
2/26/2021,1.4049
3/1/2021,1.417
3/2/2021,1.3914
3/3/2021,1.4808
3/4/2021,1.564
3/5/2021,1.5661
3/8/2021,1.5907
3/9/2021,1.5263
3/10/2021,1.5178
3/11/2021,1.537
3/12/2021,1.6247
3/15/2021,1.6055
3/16/2021,1.6179
3/17/2021,1.6427
3/18/2021,1.7082
3/19/2021,1.721
3/22/2021,1.6946
3/23/2021,1.6206
3/24/2021,1.6084
3/25/2021,1.6332
3/26/2021,1.676
3/29/2021,1.7081
3/30/2021,1.7029
3/31/2021,1.7404
4/1/2021,1.6699
4/2/2021,1.7216
4/5/2021,1.7003
4/6/2021,1.656
4/7/2021,1.6739
4/8/2021,1.6192
4/9/2021,1.6585
4/12/2021,1.6657
4/13/2021,1.6145
4/14/2021,1.6323
4/15/2021,1.5759
4/16/2021,1.5798
4/19/2021,1.6047
4/20/2021,1.5589
4/21/2021,1.5555
4/22/2021,1.538
4/23/2021,1.5577
4/26/2021,1.5667
4/27/2021,1.6216
4/28/2021,1.6094
4/29/2021,1.6343
4/30/2021,1.6259
5/3/2021,1.5976
5/4/2021,1.5924
5/5/2021,1.566
5/6/2021,1.5696
5/7/2021,1.5771
5/10/2021,1.602
5/11/2021,1.6217
5/12/2021,1.6916
5/13/2021,1.6574
5/14/2021,1.6284
5/17/2021,1.6488
5/18/2021,1.6369
5/19/2021,1.671
5/20/2021,1.625
5/21/2021,1.6216
5/24/2021,1.6012
5/25/2021,1.5588
5/26/2021,1.5757
5/27/2021,1.6062
5/28/2021,1.5943
5/31/2021,1.5943
6/1/2021,1.6062
6/2/2021,1.5875
6/3/2021,1.625
6/4/2021,1.5534
6/7/2021,1.5687
6/8/2021,1.5331
6/9/2021,1.4908
6/10/2021,1.4318
6/11/2021,1.4518
6/14/2021,1.494
6/15/2021,1.4922
6/16/2021,1.5754
6/17/2021,1.504
6/18/2021,1.4381
6/21/2021,1.4886
6/22/2021,1.4632
6/23/2021,1.4852
6/24/2021,1.4919
6/25/2021,1.5241
6/28/2021,1.4765
6/29/2021,1.4697
6/30/2021,1.468
7/1/2021,1.4578
7/2/2021,1.4238
7/5/2021,1.4238
7/6/2021,1.3481
7/7/2021,1.3163
7/8/2021,1.2928
7/9/2021,1.3595
7/12/2021,1.3645
7/13/2021,1.4166
7/14/2021,1.3459
7/15/2021,1.2989
7/16/2021,1.2903
7/19/2021,1.1888
7/20/2021,1.2218
7/21/2021,1.2884
7/22/2021,1.2783
7/23/2021,1.2763
7/26/2021,1.2896
7/27/2021,1.2411
7/28/2021,1.2327
7/29/2021,1.2693
7/30/2021,1.2223
8/2/2021,1.1773
8/3/2021,1.1722
8/4/2021,1.182
8/5/2021,1.2235
8/6/2021,1.2969
8/9/2021,1.3237
8/10/2021,1.349
8/11/2021,1.3303
8/12/2021,1.359
8/13/2021,1.2767
8/16/2021,1.265
8/17/2021,1.2617
8/18/2021,1.2583
8/19/2021,1.2433
8/20/2021,1.255
8/23/2021,1.2517
8/24/2021,1.2935
8/25/2021,1.339
8/26/2021,1.3491
8/27/2021,1.307
8/30/2021,1.2785
8/31/2021,1.3088
9/1/2021,1.2936
9/2/2021,1.2835
9/3/2021,1.3223
9/6/2021,1.3223
9/7/2021,1.3732
9/8/2021,1.3376
9/9/2021,1.2971
9/10/2021,1.3411
9/13/2021,1.3259
9/14/2021,1.2836
9/15/2021,1.2988
9/16/2021,1.3378
9/17/2021,1.3616
9/20/2021,1.3107
9/21/2021,1.3226
9/22/2021,1.3006
9/23/2021,1.4301
9/24/2021,1.4509
9/27/2021,1.4871
9/28/2021,1.5374
9/29/2021,1.5167
9/30/2021,1.4873
10/1/2021,1.4616
10/4/2021,1.4789
10/5/2021,1.5258
10/6/2021,1.5206
10/7/2021,1.5729
10/8/2021,1.6118
10/11/2021,1.6118
10/12/2021,1.5769
10/13/2021,1.5368
10/14/2021,1.5107
10/15/2021,1.5703
10/18/2021,1.6002
10/19/2021,1.6372
10/20/2021,1.6567
10/21/2021,1.7011
10/22/2021,1.6324
10/25/2021,1.6307
10/26/2021,1.6079
10/27/2021,1.5413
10/28/2021,1.58
10/29/2021,1.5521
11/1/2021,1.5557
11/2/2021,1.5488
11/3/2021,1.6034
11/4/2021,1.5262
11/5/2021,1.4513
11/8/2021,1.4897
11/9/2021,1.4358
11/10/2021,1.5493
11/11/2021,1.5493
11/12/2021,1.5613
11/15/2021,1.6145
11/16/2021,1.6335
11/17/2021,1.5889
11/18/2021,1.5855
11/19/2021,1.5462
11/22/2021,1.6236
11/23/2021,1.6651
11/24/2021,1.6341
11/25/2021,1.6341
11/26/2021,1.4731
11/29/2021,1.4987
11/30/2021,1.4443
12/1/2021,1.4037
12/2/2021,1.4443
12/3/2021,1.343
12/6/2021,1.4342
12/7/2021,1.4733
12/8/2021,1.5212
12/9/2021,1.499
12/10/2021,1.4837
12/13/2021,1.4156
12/14/2021,1.4411
12/15/2021,1.4565
12/16/2021,1.4106
12/17/2021,1.4021
12/20/2021,1.4225
12/21/2021,1.4617
12/22/2021,1.4515
12/23/2021,1.4927
12/24/2021,1.4927
12/27/2021,1.4756
12/28/2021,1.4807
12/29/2021,1.5496
12/30/2021,1.5083
12/31/2021,1.5101
1/3/2022,1.628
1/4/2022,1.6473
1/5/2022,1.7052
1/6/2022,1.7211
1/7/2022,1.762
1/10/2022,1.7603
1/11/2022,1.7357
1/12/2022,1.7428
1/13/2022,1.7041
1/14/2022,1.7841
1/17/2022,1.7841
1/18/2022,1.8735
1/19/2022,1.8646
1/20/2022,1.804
1/21/2022,1.7581
1/24/2022,1.7706
1/25/2022,1.7689
1/26/2022,1.8637
1/27/2022,1.7994
1/28/2022,1.7694
1/31/2022,1.7767
2/1/2022,1.7875
2/2/2022,1.7751
2/3/2022,1.8306
2/4/2022,1.9085
2/7/2022,1.9159
2/8/2022,1.9632
2/9/2022,1.9415
2/10/2022,2.0294
2/11/2022,1.9371
2/14/2022,1.9875
2/15/2022,2.0434
2/16/2022,2.0382
2/17/2022,1.9615
2/18/2022,1.9286
2/21/2022,1.9286
2/22/2022,1.939
2/23/2022,1.9912
2/24/2022,1.9633
2/25/2022,1.9617
2/28/2022,1.825
3/1/2022,1.7275
3/2/2022,1.8767
3/3/2022,1.8405
3/4/2022,1.7307
3/7/2022,1.7734
3/8/2022,1.8456
3/9/2022,1.9531
3/10/2022,1.9864
3/11/2022,1.9917
3/14/2022,2.133
3/15/2022,2.1437
3/16/2022,2.1849
3/17/2022,2.1706
3/18/2022,2.1494
3/21/2022,2.2896
3/22/2022,2.3825
3/23/2022,2.2917
3/24/2022,2.3718
3/25/2022,2.4731
3/28/2022,2.4585
3/29/2022,2.3944
3/30/2022,2.3488
3/31/2022,2.338
4/1/2022,2.3822
4/4/2022,2.3951
4/5/2022,2.5469
4/6/2022,2.5975
4/7/2022,2.6578
4/8/2022,2.7
4/11/2022,2.7801
4/12/2022,2.7213
4/13/2022,2.6987
4/14/2022,2.8275
4/15/2022,2.8275
4/18/2022,2.8527
4/19/2022,2.9361
4/20/2022,2.832
4/21/2022,2.9095
4/22/2022,2.8987
4/25/2022,2.8198
4/26/2022,2.7205
4/27/2022,2.8318
4/28/2022,2.8224
4/29/2022,2.9336
5/2/2022,2.9807
5/3/2022,2.9712
5/4/2022,2.9344
5/5/2022,3.0365
5/6/2022,3.1265
5/9/2022,3.0338
5/10/2022,2.9908
5/11/2022,2.9207
5/12/2022,2.8479
5/13/2022,2.9185
5/16/2022,2.8822
5/17/2022,2.986
5/18/2022,2.884
5/19/2022,2.837
5/20/2022,2.7811
5/23/2022,2.8514
5/24/2022,2.7506
5/25/2022,2.7452
5/26/2022,2.7469
5/27/2022,2.7378
5/30/2022,2.7378
5/31/2022,2.8441
6/1/2022,2.9058
6/2/2022,2.9076
6/3/2022,2.9332
6/6/2022,3.0399
6/7/2022,2.9736
6/8/2022,3.0215
6/9/2022,3.0418
6/10/2022,3.1555
6/13/2022,3.3598
6/14/2022,3.4733
6/15/2022,3.2839
6/16/2022,3.1952
6/17/2022,3.2256
6/20/2022,3.2256
6/21/2022,3.2749
6/22/2022,3.1561
6/23/2022,3.087
6/24/2022,3.1301
6/27/2022,3.1997
6/28/2022,3.1715
6/29/2022,3.0891
6/30/2022,3.0129
7/1/2022,2.8803
7/4/2022,2.8803
7/5/2022,2.8054
7/6/2022,2.928
7/7/2022,2.9945
7/8/2022,3.0803
7/11/2022,2.9928
7/12/2022,2.9687
7/13/2022,2.9336
7/14/2022,2.9595
7/15/2022,2.9152
7/18/2022,2.9855
7/19/2022,3.0209
7/20/2022,3.0265
7/21/2022,2.8747
7/22/2022,2.7504
7/25/2022,2.7959
7/26/2022,2.8068
7/27/2022,2.7849
7/28/2022,2.6759
7/29/2022,2.6487
8/1/2022,2.5732
8/2/2022,2.7483
8/3/2022,2.7046
8/4/2022,2.6883
8/5/2022,2.8268
8/8/2022,2.7572
8/9/2022,2.7773
8/10/2022,2.7809
8/11/2022,2.8876
8/12/2022,2.8312
8/15/2022,2.7878
8/16/2022,2.8041
8/17/2022,2.8968
8/18/2022,2.8822
8/19/2022,2.9721
8/22/2022,3.0146
8/23/2022,3.0461
8/24/2022,3.1039
8/25/2022,3.0258
8/26/2022,3.0409
8/29/2022,3.1024
8/30/2022,3.1025
8/31/2022,3.1926
9/1/2022,3.2533
9/2/2022,3.1894
9/5/2022,3.1894
9/6/2022,3.3492
9/7/2022,3.2635
9/8/2022,3.317
9/9/2022,3.3097
9/12/2022,3.3578
9/13/2022,3.408
9/14/2022,3.4043
9/15/2022,3.4489
9/16/2022,3.4494
9/19/2022,3.4905
9/20/2022,3.563
9/21/2022,3.5299
9/22/2022,3.7138
9/23/2022,3.6846
9/26/2022,3.9244
9/27/2022,3.9451
9/28/2022,3.7312
9/29/2022,3.7856
9/30/2022,3.8286
10/3/2022,3.6387
10/4/2022,3.6329
10/5/2022,3.7528
