Dates,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD
4/15/2021,32.5909,4.5755,3.106,3.0683
4/16/2021,32.7085,4.592,3.1172,3.0573
4/19/2021,32.5349,4.5677,3.1007,3.0736
4/20/2021,32.3136,4.5366,3.0796,3.0947
4/21/2021,32.6143,4.5788,3.1082,3.0661
4/22/2021,32.3139,4.5366,3.0796,3.0946
4/23/2021,32.6671,4.5862,3.1133,3.0612
4/26/2021,32.7253,4.5944,3.1188,3.0557
4/27/2021,32.7183,4.5934,3.1181,3.0564
4/28/2021,32.6906,4.5895,3.1155,3.059
4/29/2021,32.9117,4.6205,3.1366,3.0384
4/30/2021,32.6749,4.5873,3.114,3.0605
5/3/2021,32.7647,4.5999,3.1226,3.0521
5/4/2021,32.5459,4.5692,3.1017,3.0726
5/5/2021,32.5688,4.5724,3.1039,3.0704
5/6/2021,32.8347,4.6097,3.1292,3.0456
5/7/2021,33.0768,4.6437,3.1523,3.0233
5/10/2021,28.8582,4.5489,3.0432,3.4652
5/11/2021,28.6236,4.5096,3.017,3.4936
5/12/2021,28.0093,4.4134,2.9522,3.5702
5/13/2021,28.3379,4.4623,2.9881,3.5288
5/14/2021,28.758,4.5288,3.0325,3.4773
5/17/2021,28.6843,4.5173,3.0248,3.4862
5/18/2021,28.4084,4.4808,2.9975,3.5201
5/19/2021,28.3036,4.4668,2.9874,3.5331
5/20/2021,28.5946,4.514,3.0187,3.4972
5/21/2021,28.5619,4.5087,3.0158,3.5012
5/24/2021,28.8445,4.5534,3.0457,3.4669
5/25/2021,28.7871,4.5439,3.0391,3.4738
5/26/2021,28.8535,4.5522,3.0448,3.4658
5/27/2021,28.9193,4.5566,3.0475,3.4579
5/28/2021,28.9478,4.5601,3.0498,3.4545
5/31/2021,28.9477,4.5601,3.0498,3.4545
6/1/2021,28.9361,4.5572,3.0483,3.4559
6/2/2021,28.9792,4.5636,3.0527,3.4507
6/3/2021,28.9095,4.5461,3.0415,3.4591
6/4/2021,29.165,4.5863,3.0684,3.4288
6/7/2021,29.1417,4.5826,3.0659,3.4315
6/8/2021,29.1469,4.5834,3.0665,3.4309
6/9/2021,29.0945,4.575,3.0609,3.4371
6/10/2021,29.2298,4.5963,3.0751,3.4212
6/11/2021,29.2865,4.608,3.0811,3.4145
6/14/2021,29.3397,4.6164,3.0867,3.4084
6/15/2021,29.2807,4.6071,3.0805,3.4152
6/16/2021,29.1228,4.5823,3.0639,3.4337
6/17/2021,29.105,4.5807,3.0622,3.4358
6/18/2021,28.7229,4.5205,3.022,3.4815
6/21/2021,29.1253,4.5838,3.0643,3.4334
6/22/2021,29.2745,4.6073,3.08,3.4159
6/23/2021,29.2428,4.6023,3.0767,3.4196
6/24/2021,29.4127,4.6291,3.0946,3.3999
6/25/2021,29.5107,4.6445,3.1049,3.3886
6/28/2021,29.579,4.6552,3.1121,3.3808
6/29/2021,29.5872,4.6565,3.1129,3.3798
6/30/2021,29.6264,4.6627,3.1171,3.3754
7/1/2021,29.7728,4.6863,3.1317,3.3588
7/2/2021,29.9961,4.7215,3.1552,3.3338
7/5/2021,29.9961,4.7215,3.1552,3.3338
7/6/2021,29.9354,4.7119,3.1488,3.3405
7/7/2021,30.0359,4.7278,3.1594,3.3293
7/8/2021,29.7787,4.6873,3.1323,3.3581
7/9/2021,30.1146,4.7402,3.1676,3.3207
7/12/2021,30.2184,4.7565,3.1786,3.3092
7/13/2021,30.1122,4.7398,3.1674,3.3209
7/14/2021,30.1473,4.7453,3.1711,3.317
7/15/2021,30.0488,4.7298,3.1607,3.3279
7/16/2021,29.8223,4.6942,3.1369,3.3532
7/19/2021,29.349,4.6197,3.0871,3.4073
7/20/2021,29.794,4.6897,3.1339,3.3564
7/21/2021,30.0395,4.7284,3.1598,3.3289
7/22/2021,30.0999,4.7379,3.1661,3.3223
7/23/2021,30.4052,4.786,3.1983,3.2889
7/26/2021,30.4774,4.7974,3.2059,3.2811
7/27/2021,30.3338,4.7748,3.1908,3.2967
7/28/2021,30.3282,4.7739,3.1902,3.2973
7/29/2021,30.4722,4.794,3.204,3.2817
7/30/2021,30.3074,4.768,3.1866,3.2995
8/2/2021,30.2516,4.7593,3.1808,3.3056
8/3/2021,30.4998,4.7983,3.2069,3.2787
8/4/2021,30.3585,4.7761,3.192,3.294
8/5/2021,30.5404,4.8048,3.2112,3.2744
8/6/2021,30.5916,4.8128,3.2166,3.2689
8/9/2021,26.1232,4.6559,3.0474,3.828
8/10/2021,26.1327,4.6605,3.05,3.8266
8/11/2021,26.1976,4.6668,3.0575,3.8171
8/12/2021,26.2625,4.6753,3.0664,3.8077
8/13/2021,26.3044,4.6829,3.0713,3.8017
8/16/2021,26.3658,4.6995,3.0793,3.7928
8/17/2021,26.1743,4.6666,3.0569,3.8205
8/18/2021,25.9257,4.6177,3.0233,3.8572
8/19/2021,25.9535,4.6234,3.0269,3.853
8/20/2021,26.1579,4.6608,3.0513,3.8229
8/23/2021,26.3808,4.7005,3.0773,3.7906
8/24/2021,26.429,4.7081,3.0817,3.7837
8/25/2021,26.5025,4.7104,3.0885,3.7732
8/26/2021,26.3432,4.683,3.0706,3.796
8/27/2021,26.5753,4.7242,3.0977,3.7629
8/30/2021,26.6851,4.7447,3.111,3.7474
8/31/2021,26.647,4.7382,3.1067,3.7528
9/1/2021,26.6564,4.7396,3.1077,3.7514
9/2/2021,26.752,4.7509,3.1165,3.738
9/3/2021,26.744,4.7493,3.1154,3.7392
9/6/2021,26.744,4.7493,3.1154,3.7392
9/7/2021,26.653,4.7333,3.1048,3.7519
9/8/2021,26.6176,4.7288,3.1007,3.7569
9/9/2021,26.4939,4.7092,3.0864,3.7745
9/10/2021,26.2877,4.6734,3.0624,3.8041
9/13/2021,26.3475,4.6841,3.0694,3.7954
9/14/2021,26.1961,4.6571,3.0517,3.8174
9/15/2021,26.418,4.6966,3.0776,3.7853
9/16/2021,26.3771,4.6893,3.0728,3.7912
9/17/2021,26.1368,4.6466,3.0448,3.826
9/20/2021,25.693,4.5677,2.9931,3.8921
9/21/2021,25.6698,4.564,2.9906,3.8956
9/22/2021,25.9141,4.6074,3.0191,3.8589
9/23/2021,26.2286,4.6633,3.0557,3.8126
9/24/2021,26.2669,4.6702,3.0602,3.8071
9/27/2021,26.1939,4.6572,3.0517,3.8177
9/28/2021,25.6605,4.5624,2.9895,3.897
9/29/2021,25.7008,4.5695,2.9942,3.8909
9/30/2021,25.3947,4.5151,2.9586,3.9378
10/1/2021,25.6849,4.5669,2.992,3.8933
10/4/2021,25.3513,4.5076,2.9532,3.9446
10/5/2021,25.6181,4.555,2.9843,3.9035
10/6/2021,25.7232,4.5737,2.9965,3.8875
10/7/2021,25.9366,4.6117,3.0214,3.8555
10/8/2021,25.887,4.6028,3.0156,3.8629
10/11/2021,25.7093,4.5712,2.9949,3.8896
10/12/2021,25.647,4.5602,2.9877,3.8991
10/13/2021,25.7245,4.574,2.9967,3.8873
10/14/2021,26.1635,4.652,3.0478,3.8221
10/15/2021,26.3587,4.6867,3.0706,3.7938
10/18/2021,26.4476,4.7025,3.0809,3.7811
10/19/2021,26.6432,4.7373,3.1037,3.7533
10/20/2021,26.7409,4.7547,3.1151,3.7396
10/21/2021,26.821,4.7689,3.1244,3.7284
10/22/2021,26.7923,4.7638,3.1211,3.7324
10/25/2021,26.9196,4.7866,3.1359,3.7148
10/26/2021,26.9686,4.7953,3.1416,3.708
10/27/2021,26.8323,4.771,3.1258,3.7268
10/28/2021,27.0962,4.8179,3.1565,3.6906
10/29/2021,27.149,4.8273,3.1626,3.6834
11/1/2021,27.1978,4.836,3.1683,3.6768
11/2/2021,27.298,4.8538,3.18,3.6633
11/3/2021,27.4743,4.8852,3.2005,3.6398
11/4/2021,27.5892,4.9056,3.2139,3.6246
11/5/2021,27.6921,4.9239,3.2259,3.6111
11/8/2021,25.3314,4.8726,3.1243,3.9477
11/9/2021,25.2523,4.8576,3.1126,3.96
11/10/2021,25.0805,4.8166,3.0869,3.9872
11/11/2021,25.0929,4.8193,3.0886,3.9852
11/12/2021,25.2737,4.8571,3.1108,3.9567
11/15/2021,25.2719,4.8572,3.1108,3.957
11/16/2021,25.359,4.8772,3.1217,3.9434
11/17/2021,25.2984,4.8669,3.1129,3.9528
11/18/2021,25.3853,4.8832,3.1234,3.9393
11/19/2021,25.3506,4.8764,3.119,3.9447
11/22/2021,25.2715,4.861,3.109,3.957
11/23/2021,25.3193,4.8574,3.1139,3.9496
11/24/2021,25.3767,4.8672,3.1201,3.9406
11/25/2021,25.3767,4.8672,3.1201,3.9406
11/26/2021,24.8001,4.7566,3.0492,4.0322
11/29/2021,25.1274,4.8194,3.0894,3.9797
11/30/2021,24.6723,4.7236,3.0308,4.0531
12/1/2021,24.3846,4.6677,2.9951,4.101
12/2/2021,24.731,4.7342,3.0374,4.0435
12/3/2021,24.5225,4.6942,3.0117,4.0779
12/6/2021,24.8102,4.7492,3.047,4.0306
12/7/2021,25.3239,4.8475,3.1101,3.9488
12/8/2021,25.4019,4.8625,3.1197,3.9367
12/9/2021,25.313,4.8268,3.0973,3.9505
12/10/2021,25.5544,4.8729,3.1269,3.9132
12/13/2021,25.3204,4.8284,3.0983,3.9494
12/14/2021,25.1313,4.7923,3.0752,3.9791
12/15/2021,25.5421,4.8707,3.1254,3.9151
12/16/2021,25.3187,4.8281,3.0981,3.9496
12/17/2021,25.0594,4.7806,3.0662,3.9905
12/20/2021,24.774,4.7261,3.0313,4.0365
12/21/2021,25.2145,4.8102,3.0852,3.966
12/22/2021,25.4712,4.8591,3.1166,3.926
12/23/2021,25.6297,4.8894,3.136,3.9017
12/24/2021,25.6297,4.8894,3.136,3.9017
12/27/2021,25.9844,4.957,3.1794,3.8485
12/28/2021,25.9582,4.952,3.1762,3.8524
12/29/2021,25.9945,4.959,3.1807,3.847
12/30/2021,25.9168,4.9441,3.1712,3.8585
12/31/2021,25.8488,4.9312,3.1628,3.8687
1/3/2022,25.9989,4.9626,3.1796,3.8463
1/4/2022,25.9826,4.9595,3.1776,3.8487
1/5/2022,25.4787,4.8633,3.116,3.9248
1/6/2022,25.4541,4.8586,3.113,3.9286
1/7/2022,25.351,4.8389,3.1003,3.9446
1/10/2022,25.3144,4.832,3.0959,3.9503
1/11/2022,25.5465,4.8762,3.1242,3.9144
1/12/2022,25.6185,4.89,3.133,3.9034
1/13/2022,25.2536,4.8203,3.0884,3.9598
1/14/2022,25.2744,4.8243,3.091,3.9566
1/17/2022,25.2744,4.8243,3.091,3.9566
1/18/2022,24.8096,4.7355,3.0341,4.0307
1/19/2022,24.5692,4.6897,3.0047,4.0701
1/20/2022,24.298,4.6379,2.9716,4.1156
1/21/2022,23.8385,4.5502,2.9154,4.1949
1/24/2022,23.9046,4.5628,2.9234,4.1833
1/25/2022,23.6135,4.5072,2.8879,4.2349
1/26/2022,23.5779,4.5005,2.8835,4.2413
1/27/2022,23.451,4.4763,2.868,4.2642
1/28/2022,24.022,4.5853,2.9378,4.1629
1/31/2022,24.4756,4.6719,2.9933,4.0857
2/1/2022,24.6436,4.7039,3.0138,4.0579
2/2/2022,24.8758,4.7482,3.0422,4.02
2/3/2022,24.2636,4.6324,2.968,4.1214
2/4/2022,24.3888,4.6563,2.9833,4.1002
2/7/2022,24.2985,4.6391,2.9723,4.1155
2/8/2022,24.5026,4.6781,2.9973,4.0812
2/9/2022,24.8583,4.746,3.0408,4.0228
2/10/2022,24.408,4.66,2.9857,4.097
2/11/2022,23.949,4.5716,2.929,4.1755
2/14/2022,23.8571,4.554,2.9178,4.1916
2/15/2022,24.2332,4.6258,2.9638,4.1266
2/16/2022,24.2546,4.6299,2.9664,4.1229
2/17/2022,23.742,4.5319,2.9036,4.212
2/18/2022,21.9277,4.3894,2.7947,4.5604
2/21/2022,21.9335,4.3892,2.7943,4.5592
2/22/2022,21.7182,4.3492,2.7656,4.6044
2/23/2022,21.3152,4.2667,2.7116,4.6915
2/24/2022,21.6574,4.3296,2.7487,4.6173
2/25/2022,22.1237,4.4242,2.8083,4.52
2/28/2022,22.1034,4.4053,2.7906,4.5242
3/1/2022,21.815,4.3369,2.7472,4.584
3/2/2022,22.221,4.4181,2.7984,4.5003
3/3/2022,22.1188,4.3952,2.7837,4.521
3/4/2022,21.9432,4.3603,2.7616,4.5572
3/7/2022,21.2955,4.2316,2.6801,4.6958
3/8/2022,21.1414,4.201,2.6607,4.7301
3/9/2022,21.6846,4.309,2.729,4.6116
3/10/2022,21.591,4.2927,2.7173,4.6316
3/11/2022,21.3111,4.2371,2.6821,4.6924
3/14/2022,21.1531,4.2056,2.6622,4.7274
3/15/2022,21.606,4.2956,2.7192,4.6284
3/16/2022,22.0896,4.3917,2.7801,4.527
3/17/2022,22.3623,4.446,2.8144,4.4718
3/18/2022,22.621,4.4979,2.8472,4.4207
3/21/2022,22.6057,4.4963,2.846,4.4237
3/22/2022,22.8612,4.5471,2.8782,4.3742
3/23/2022,22.5806,4.4913,2.8428,4.4286
3/24/2022,22.9045,4.5558,2.8836,4.3659
3/25/2022,23.0206,4.5788,2.8982,4.3439
3/28/2022,23.1851,4.6116,2.9189,4.3131
3/29/2022,23.4658,4.6676,2.9545,4.2615
3/30/2022,23.3114,4.6382,2.9359,4.2898
3/31/2022,22.9465,4.5656,2.8899,4.358
4/1/2022,23.0247,4.5812,2.8998,4.3432
4/4/2022,23.211,4.6182,2.9233,4.3083
4/5/2022,22.9197,4.5603,2.8866,4.3631
4/6/2022,22.697,4.516,2.8585,4.4059
4/7/2022,22.7935,4.5352,2.8707,4.3872
4/8/2022,22.7331,4.5231,2.8631,4.3989
4/11/2022,22.3494,4.4468,2.8147,4.4744
4/12/2022,22.2731,4.4316,2.8051,4.4897
4/13/2022,22.5219,4.4811,2.8365,4.4401
4/14/2022,22.2484,4.4267,2.802,4.4947
4/15/2022,22.2484,4.4267,2.802,4.4947
4/18/2022,22.2439,4.4258,2.8014,4.4956
4/19/2022,22.6011,4.4969,2.8464,4.4246
4/20/2022,22.5871,4.4941,2.8447,4.4273
4/21/2022,22.2539,4.4278,2.8027,4.4936
4/22/2022,21.6365,4.305,2.725,4.6218
4/25/2022,21.7598,4.3295,2.7405,4.5956
4/26/2022,21.1474,4.2076,2.6633,4.7287
4/27/2022,21.1917,4.2165,2.6689,4.7188
4/28/2022,21.7162,4.3208,2.735,4.6049
4/29/2022,20.9282,4.164,2.6357,4.7782
5/2/2022,21.047,4.1877,2.6507,4.7513
5/3/2022,21.1488,4.2079,2.6635,4.7284
5/4/2022,21.78,4.3336,2.7431,4.5914
5/5/2022,21.0066,4.1791,2.6454,4.7604
5/6/2022,20.8874,4.1554,2.6304,4.7876
5/9/2022,19.5464,4.0198,2.4539,5.116
5/10/2022,19.579,4.0337,2.4598,5.1075
5/11/2022,19.265,3.9634,2.4195,5.1908
5/12/2022,19.2491,3.9597,2.4169,5.1951
5/13/2022,19.7085,4.0541,2.4745,5.0739
5/16/2022,19.6318,4.0381,2.4647,5.0938
5/17/2022,20.0266,4.1211,2.5138,4.9934
5/18/2022,19.23,3.9561,2.4122,5.2002
5/19/2022,19.1189,3.9335,2.3982,5.2304
5/20/2022,19.1203,3.9329,2.3986,5.23
5/23/2022,19.4755,4.0066,2.4431,5.1347
5/24/2022,19.3217,3.9735,2.4231,5.1755
5/25/2022,19.5161,4.0116,2.446,5.124
5/26/2022,19.934,4.0913,2.4944,5.0166
5/27/2022,20.4281,4.1926,2.5561,4.8952
5/30/2022,20.4281,4.1926,2.5561,4.8952
5/31/2022,20.3106,4.1655,2.54,4.9235
6/1/2022,20.1634,4.1336,2.521,4.9595
6/2/2022,20.536,4.21,2.5674,4.8695
6/3/2022,20.2003,4.1412,2.5255,4.9504
6/6/2022,20.2636,4.1542,2.5334,4.9349
6/7/2022,20.4581,4.1939,2.5575,4.888
6/8/2022,20.2369,4.1486,2.5299,4.9415
6/9/2022,19.7553,4.0517,2.4696,5.0619
6/10/2022,19.1802,3.9346,2.3977,5.2137
6/13/2022,18.4365,3.7822,2.3048,5.424
6/14/2022,18.3671,3.7679,2.296,5.4445
6/15/2022,18.6351,3.8229,2.3295,5.3662
6/16/2022,18.0279,3.6988,2.2537,5.5469
6/17/2022,18.0676,3.707,2.2587,5.5348
6/20/2022,18.0676,3.707,2.2587,5.5348
6/21/2022,18.5099,3.7977,2.314,5.4025
6/22/2022,18.4858,3.7928,2.311,5.4096
6/23/2022,18.662,3.8289,2.333,5.3585
6/24/2022,19.2323,3.9459,2.4043,5.1996
6/27/2022,19.1751,3.9342,2.3972,5.2151
6/28/2022,18.7889,3.8549,2.3489,5.3223
6/29/2022,18.7755,3.8522,2.3472,5.3261
6/30/2022,18.6111,3.8185,2.3266,5.3731
7/1/2022,18.7775,3.8529,2.3469,5.3255
7/4/2022,18.7775,3.8529,2.3469,5.3255
7/5/2022,18.8073,3.859,2.3507,5.3171
7/6/2022,18.8745,3.8728,2.3591,5.2982
7/7/2022,19.1569,3.9308,2.3944,5.22
7/8/2022,19.141,3.9275,2.3924,5.2244
7/11/2022,18.9204,3.8823,2.3648,5.2853
7/12/2022,18.7455,3.8464,2.3429,5.3346
7/13/2022,18.6619,3.8292,2.3325,5.3585
7/14/2022,18.606,3.8177,2.3255,5.3746
7/15/2022,18.9632,3.891,2.3701,5.2734
7/18/2022,18.8046,3.8585,2.3503,5.3178
7/19/2022,19.3241,3.9651,2.4153,5.1749
7/20/2022,19.438,3.9885,2.4295,5.1445
7/21/2022,19.6297,4.0278,2.4535,5.0943
7/22/2022,19.4465,3.9902,2.4306,5.1423
7/25/2022,19.4721,3.9955,2.4338,5.1356
7/26/2022,19.2473,3.9494,2.4057,5.1955
7/27/2022,19.7507,4.0527,2.4686,5.0631
7/28/2022,19.9904,4.1018,2.4986,5.0024
7/29/2022,20.2744,4.1601,2.5341,4.9323
8/1/2022,20.2171,4.1484,2.5269,4.9463
8/2/2022,20.0825,4.1207,2.5101,4.9795
8/3/2022,20.3965,4.1852,2.5493,4.9028
8/4/2022,20.3807,4.1819,2.5473,4.9066
8/5/2022,20.3476,4.1751,2.5432,4.9146
8/8/2022,19.7007,4.1939,2.4744,5.076
8/9/2022,19.6246,4.1825,2.4633,5.0957
8/10/2022,20.0447,4.2651,2.5156,4.9888
8/11/2022,20.0365,4.2627,2.5133,4.9909
8/12/2022,20.3869,4.3366,2.5569,4.9051
8/15/2022,20.4679,4.3539,2.5671,4.8857
8/16/2022,20.5032,4.3622,2.5717,4.8773
8/17/2022,20.3879,4.3322,2.5531,4.9049
8/18/2022,20.4305,4.3439,2.5588,4.8946
8/19/2022,20.1684,4.2868,2.5256,4.9582
8/22/2022,19.7368,4.1948,2.4716,5.0667
8/23/2022,19.7108,4.1859,2.466,5.0734
8/24/2022,19.7888,4.1977,2.4732,5.0534
8/25/2022,20.0671,4.2568,2.508,4.9833
8/26/2022,19.3908,4.1134,2.4235,5.1571
8/29/2022,19.2634,4.086,2.4074,5.1912
8/30/2022,19.0519,4.0409,2.381,5.2488
8/31/2022,18.9024,4.0093,2.3623,5.2903
9/1/2022,18.9704,4.0225,2.3694,5.2714
9/2/2022,18.7667,3.9793,2.344,5.3286
9/5/2022,18.7667,3.9793,2.344,5.3286
9/6/2022,18.6894,3.963,2.3342,5.3506
9/7/2022,19.032,4.0366,2.377,5.2543
9/8/2022,19.1579,4.0632,2.3927,5.2198
9/9/2022,19.4501,4.1253,2.4292,5.1414
9/12/2022,19.6559,4.1689,2.4549,5.0875
9/13/2022,18.8065,3.9887,2.3488,5.3173
9/14/2022,18.8702,4.0022,2.3568,5.2994
9/15/2022,18.6566,3.9569,2.3301,5.36
9/16/2022,18.5226,3.9285,2.3134,5.3988
9/19/2022,18.6492,3.9554,2.3292,5.3622
9/20/2022,18.439,3.9108,2.3029,5.4233
9/21/2022,18.1236,3.8439,2.2635,5.5177
9/22/2022,17.9692,3.8118,2.2443,5.5651
9/23/2022,17.6596,3.7462,2.2056,5.6627
9/26/2022,17.477,3.7074,2.1828,5.7218
9/27/2022,17.4398,3.6996,2.1782,5.734
9/28/2022,17.7828,3.7723,2.221,5.6234
9/29/2022,17.4072,3.6926,2.1741,5.7448
9/30/2022,17.1449,3.637,2.1413,5.8326
10/3/2022,17.5852,3.7305,2.1961,5.6866
10/4/2022,18.123,3.8446,2.2633,5.5179
10/5/2022,18.0864,3.8369,2.2587,5.529
10/6/2022,17.9011,3.7976,2.2356,5.5862
10/7/2022,17.3998,3.6912,2.173,5.7472
10/10/2022,17.2695,3.6636,2.1567,5.7906
10/11/2022,17.1569,3.6397,2.1427,5.8286
10/12/2022,17.1004,3.6277,2.1356,5.8478
10/13/2022,17.5444,3.7219,2.1911,5.6998
10/14/2022,17.1293,3.6338,2.1392,5.838
10/17/2022,17.5829,3.73,2.1959,5.6874
10/18/2022,17.7838,3.7727,2.221,5.6231
10/19/2022,17.6651,3.7475,2.2061,5.6609
10/20/2022,17.5253,3.7177,2.1899,5.706
10/21/2022,17.9411,3.8059,2.2419,5.5738
10/24/2022,18.1543,3.8515,2.2685,5.5083
10/25/2022,18.4496,3.9141,2.3054,5.4202
10/26/2022,18.3133,3.8852,2.2884,5.4605
10/27/2022,18.2019,3.8616,2.2744,5.4939
10/28/2022,18.6501,3.9567,2.3305,5.3619
10/31/2022,18.5111,3.9272,2.3131,5.4022
11/1/2022,18.4352,3.9111,2.3036,5.4244
11/2/2022,17.9742,3.8133,2.246,5.5635
11/3/2022,17.7835,3.7729,2.2222,5.6232
11/4/2022,18.0257,3.8243,2.2525,5.5476
11/7/2022,17.9995,3.8702,2.2126,5.5557
11/8/2022,18.1128,3.9007,2.2254,5.521
11/9/2022,17.7336,3.8171,2.1782,5.639
11/10/2022,18.7174,4.0286,2.2989,5.3426
11/11/2022,18.8906,4.0658,2.3201,5.2937
11/14/2022,18.7209,4.0302,2.2994,5.3416
11/15/2022,18.8964,4.0676,2.3189,5.292
11/16/2022,18.7559,4.0359,2.2995,5.3316
11/17/2022,18.6989,4.0234,2.2923,5.3479
11/18/2022,18.7876,4.0425,2.3033,5.3227
11/21/2022,18.7148,4.0269,2.2943,5.3434
11/22/2022,18.9719,4.0853,2.3254,5.271
11/23/2022,19.0841,4.108,2.3383,5.24
11/24/2022,19.0841,4.108,2.3383,5.24
11/25/2022,19.0787,4.1068,2.3376,5.2415
11/28/2022,18.784,4.0434,2.3015,5.3237
11/29/2022,18.7608,4.0372,2.2978,5.3303
11/30/2022,19.3572,4.1623,2.3689,5.166
12/1/2022,19.3401,4.1586,2.3668,5.1706
12/2/2022,19.317,4.1536,2.364,5.1768
12/5/2022,18.9714,4.0793,2.3217,5.2711
12/6/2022,18.6985,4.0205,2.2882,5.348
12/7/2022,18.6636,4.013,2.2839,5.358
12/8/2022,18.8581,4.0427,2.3011,5.3028
12/9/2022,18.7195,4.013,2.2842,5.342
12/12/2022,18.9867,4.0703,2.3168,5.2668
12/13/2022,19.1252,4.1,2.3337,5.2287
12/14/2022,19.0095,4.0752,2.3197,5.2605
12/15/2022,18.5359,3.9736,2.2619,5.3949
12/16/2022,18.3294,3.9293,2.2367,5.4557
12/19/2022,18.1643,3.894,2.2166,5.5053
12/20/2022,18.1832,3.898,2.2189,5.4996
12/21/2022,18.4535,3.9559,2.2519,5.419
12/22/2022,18.1869,3.8988,2.2193,5.4985
12/23/2022,18.2936,3.9217,2.2323,5.4664
12/26/2022,18.2936,3.9217,2.2323,5.4664
12/27/2022,18.2195,3.9058,2.2233,5.4886
12/28/2022,18.0002,3.8588,2.1966,5.5555
12/29/2022,18.3146,3.9262,2.2349,5.4601
12/30/2022,18.268,3.9162,2.2293,5.474
1/2/2023,18.266,3.9163,2.2278,5.4747
1/3/2023,18.1929,3.9006,2.2189,5.4967
1/4/2023,18.33,3.93,2.2356,5.4555
1/5/2023,18.1166,3.8843,2.2096,5.5198
1/6/2023,18.5304,3.973,2.26,5.3965
1/9/2023,18.5161,3.97,2.2582,5.4007
1/10/2023,18.6454,3.9977,2.2739,5.3633
1/11/2023,18.8849,4.049,2.3031,5.2952
1/12/2023,18.9494,4.0629,2.311,5.2772
1/13/2023,19.0252,4.0791,2.3202,5.2562
1/16/2023,19.0252,4.0791,2.3202,5.2562
1/17/2023,18.9866,4.0708,2.3155,5.2669
1/18/2023,18.6911,4.0075,2.2795,5.3501
1/19/2023,18.5483,3.9768,2.2621,5.3913
1/20/2023,18.8993,4.0521,2.3049,5.2912
1/23/2023,19.1244,4.1002,2.3322,5.2289
1/24/2023,19.1108,4.0973,2.3305,5.2326
1/25/2023,19.1074,4.0966,2.3301,5.2336
1/26/2023,19.3177,4.1417,2.3557,5.1766
1/27/2023,19.3659,4.152,2.3616,5.1637
1/30/2023,19.1147,4.0981,2.3309,5.2316
1/31/2023,19.3948,4.1582,2.365,5.156
2/1/2023,19.5976,4.2016,2.3897,5.1027
2/2/2023,19.8856,4.2634,2.4249,5.0288
2/3/2023,19.6797,4.2192,2.3998,5.0814
2/6/2023,19.5589,4.1933,2.385,5.1128
2/7/2023,19.8105,4.2473,2.4157,5.0478
2/8/2023,19.6062,4.2002,2.3899,5.1004
2/9/2023,19.433,4.1632,2.3688,5.1459
2/10/2023,19.4757,4.1723,2.374,5.1346
2/13/2023,19.6896,4.072,2.3425,5.0788
2/14/2023,19.7003,4.0779,2.342,5.0761
2/15/2023,19.7568,4.0898,2.3462,5.0616
2/16/2023,19.5102,4.0329,2.3112,5.1255
2/17/2023,19.4544,4.0224,2.3043,5.1402
2/20/2023,19.457,4.0221,2.3042,5.1395
2/21/2023,19.0912,3.9437,2.2576,5.238
2/22/2023,19.0895,3.9381,2.2553,5.2385
2/23/2023,19.1626,3.9575,2.2652,5.2185
2/24/2023,18.9489,3.931,2.2412,5.2773
2/27/2023,18.9848,3.9391,2.2552,5.2674
2/28/2023,18.9323,3.9277,2.2482,5.282
3/1/2023,18.8851,3.9115,2.2376,5.2952
3/2/2023,19.0345,3.9408,2.2545,5.2536
3/3/2023,19.342,4.0043,2.2909,5.1701
3/6/2023,19.3553,4.0071,2.2925,5.1665
3/7/2023,19.0583,3.9458,2.2573,5.247
3/8/2023,19.0857,3.9514,2.2605,5.2395
3/9/2023,18.7327,3.8784,2.2187,5.3382
3/10/2023,18.4615,3.8223,2.1866,5.4167
3/13/2023,18.4337,3.8165,2.1833,5.4249
3/14/2023,18.7374,3.8794,2.2193,5.3369
3/15/2023,18.6066,3.8523,2.2038,5.3744
3/16/2023,18.929,3.9194,2.2416,5.2829
3/17/2023,18.7204,3.8762,2.2169,5.3418
3/20/2023,18.8873,3.9108,2.2366,5.2946
3/21/2023,19.1325,3.9616,2.2657,5.2267
3/22/2023,18.8175,3.8963,2.2284,5.3142
3/23/2023,18.8737,3.908,2.235,5.2984
3/24/2023,18.9801,3.93,2.2476,5.2687
3/27/2023,19.0116,3.9365,2.2513,5.2599
3/28/2023,18.9819,3.9303,2.2478,5.2682
3/29/2023,19.2521,3.9862,2.2798,5.1942
3/30/2023,19.3622,4.0088,2.2928,5.1647
3/31/2023,19.6417,4.0667,2.3259,5.0912
4/3/2023,19.7143,4.0817,2.3345,5.0725
4/4/2023,19.6001,4.0581,2.321,5.102
4/5/2023,19.5512,4.0479,2.3152,5.1148
4/6/2023,19.6212,4.0624,2.3235,5.0965
4/7/2023,19.6212,4.0624,2.3235,5.0965
4/10/2023,19.6407,4.0665,2.3258,5.0915
4/11/2023,19.6399,4.0663,2.3257,5.0917
4/12/2023,19.5587,4.0495,2.3161,5.1128
4/13/2023,19.8181,4.1032,2.3468,5.0459
4/14/2023,19.7771,4.0947,2.342,5.0564
4/17/2023,19.8425,4.1082,2.3497,5.0397
4/18/2023,19.8594,4.1118,2.3517,5.0354
4/19/2023,19.8578,4.1114,2.3515,5.0358
