Dates,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD
4/10/2017,21.409,3.1075,2.0559,4.6709
4/11/2017,21.3783,3.1031,2.053,4.6776
4/12/2017,21.2979,3.0914,2.0453,4.6953
4/13/2017,21.1528,3.0704,2.0313,4.7275
4/14/2017,21.1528,3.0704,2.0313,4.7275
4/17/2017,21.335,3.0968,2.0488,4.6871
4/18/2017,21.273,3.0878,2.0429,4.7008
4/19/2017,21.2365,3.0825,2.0394,4.7089
4/20/2017,21.397,3.1058,2.0548,4.6736
4/21/2017,21.332,3.0964,2.0486,4.6878
4/24/2017,21.5633,3.1299,2.0708,4.6375
4/25/2017,21.6946,3.149,2.0834,4.6094
4/26/2017,21.6841,3.1475,2.0824,4.6117
4/27/2017,21.6961,3.1492,2.0835,4.6091
4/28/2017,21.6546,3.1432,2.0795,4.618
5/1/2017,21.6921,3.1483,2.0831,4.61
5/2/2017,21.7179,3.1521,2.0856,4.6045
5/3/2017,20.7275,3.086,2.0416,4.8245
5/4/2017,20.7473,3.0893,2.0415,4.8199
5/5/2017,20.858,3.1083,2.0487,4.7943
5/8/2017,20.8659,3.1087,2.0487,4.7925
5/9/2017,20.8518,3.1015,2.0471,4.7958
5/10/2017,20.8872,3.1037,2.0494,4.7876
5/11/2017,20.8474,3.0971,2.045,4.7968
5/12/2017,20.8163,3.0928,2.042,4.8039
5/15/2017,20.9157,3.1075,2.0517,4.7811
5/16/2017,20.8995,3.1055,2.0504,4.7848
5/17/2017,20.522,3.0487,2.013,4.8728
5/18/2017,20.6108,3.0603,2.0206,4.8518
5/19/2017,20.7455,3.0806,2.0341,4.8203
5/22/2017,20.8415,3.0981,2.0446,4.7981
5/23/2017,20.8832,3.1038,2.0484,4.7885
5/24/2017,20.9388,3.1124,2.0534,4.7758
5/25/2017,21.0624,3.1233,2.0624,4.7478
5/26/2017,21.0675,3.1243,2.063,4.7467
5/29/2017,21.0675,3.1243,2.063,4.7466
5/30/2017,21.0438,3.1205,2.0606,4.752
5/31/2017,21.0394,3.1187,2.0602,4.753
6/1/2017,21.2226,3.1425,2.0757,4.712
6/2/2017,21.3013,3.1541,2.0834,4.6945
6/5/2017,21.2753,3.1503,2.0809,4.7003
6/6/2017,21.2164,3.1415,2.0751,4.7133
6/7/2017,21.2498,3.1465,2.0784,4.7059
6/8/2017,21.2583,3.1475,2.0789,4.704
6/9/2017,21.2407,3.1449,2.0772,4.7079
6/12/2017,21.2199,3.1418,2.0752,4.7126
6/13/2017,21.3146,3.156,2.0845,4.6916
6/14/2017,21.2934,3.1528,2.0825,4.6963
6/15/2017,21.2458,3.146,2.0777,4.7068
6/16/2017,21.2518,3.1469,2.0783,4.7055
6/19/2017,21.4292,3.1732,2.0956,4.6665
6/20/2017,21.2857,3.1519,2.0816,4.698
6/21/2017,21.2733,3.1501,2.0804,4.7007
6/22/2017,21.2635,3.1487,2.0794,4.7029
6/23/2017,21.2968,3.1536,2.0827,4.6955
6/26/2017,21.3036,3.1546,2.0833,4.6941
6/27/2017,21.1325,3.1291,2.0665,4.732
6/28/2017,21.3187,3.1567,2.0847,4.6907
6/29/2017,21.1353,3.1295,2.0668,4.7314
6/30/2017,21.1677,3.1343,2.0699,4.7242
7/3/2017,21.213,3.1415,2.0738,4.7141
7/4/2017,21.213,3.1415,2.0738,4.7141
7/5/2017,21.2438,3.1461,2.0768,4.7072
7/6/2017,21.0448,3.1166,2.0573,4.7518
7/7/2017,21.1796,3.1366,2.0705,4.7215
7/10/2017,21.1992,3.1395,2.0724,4.7172
7/11/2017,21.1826,3.137,2.0708,4.7208
7/12/2017,21.3373,3.16,2.0859,4.6866
7/13/2017,21.3773,3.1659,2.0898,4.6779
7/14/2017,21.4772,3.1807,2.0996,4.6561
7/17/2017,21.476,3.1805,2.0995,4.6564
7/18/2017,21.4889,3.1824,2.1007,4.6536
7/19/2017,21.6043,3.1995,2.112,4.6287
7/20/2017,21.601,3.199,2.1117,4.6294
7/21/2017,21.5931,3.1978,2.1109,4.6311
7/24/2017,21.5701,3.1944,2.1087,4.636
7/25/2017,21.6331,3.2038,2.1148,4.6225
7/26/2017,21.6392,3.2047,2.1154,4.6212
7/27/2017,21.6182,3.2016,2.1134,4.6257
7/28/2017,21.5892,3.1973,2.1106,4.632
7/31/2017,21.5735,3.195,2.109,4.6353
8/1/2017,21.6263,3.2028,2.1142,4.624
8/2/2017,20.7543,3.1504,2.0865,4.8183
8/3/2017,20.6023,3.1346,2.0794,4.8538
8/4/2017,20.6612,3.1395,2.0833,4.84
8/7/2017,20.6965,3.1448,2.0866,4.8317
8/8/2017,20.6543,3.1331,2.0815,4.8416
8/9/2017,20.6458,3.1355,2.0808,4.8436
8/10/2017,20.3481,3.0906,2.0506,4.9145
8/11/2017,20.375,3.0945,2.0532,4.908
8/14/2017,20.5805,3.1256,2.0738,4.859
8/15/2017,20.5692,3.1242,2.0727,4.8616
8/16/2017,20.6318,3.1285,2.0756,4.8469
8/17/2017,20.3116,3.0795,2.0435,4.9233
8/18/2017,20.2743,3.0735,2.0396,4.9323
8/21/2017,20.2977,3.0769,2.042,4.9267
8/22/2017,20.5161,3.1078,2.0622,4.8742
8/23/2017,20.4453,3.0975,2.055,4.8911
8/24/2017,20.4307,3.092,2.0507,4.8946
8/25/2017,20.4644,3.0971,2.0541,4.8865
8/28/2017,20.4744,3.0985,2.0551,4.8842
8/29/2017,20.4913,3.1012,2.0568,4.8801
8/30/2017,20.5878,3.1151,2.0663,4.8572
8/31/2017,20.7061,3.1327,2.0781,4.8295
9/1/2017,20.7473,3.1389,2.0822,4.8199
9/4/2017,20.7473,3.1389,2.0822,4.8199
9/5/2017,20.5913,3.116,2.0663,4.8564
9/6/2017,20.6569,3.1258,2.0728,4.841
9/7/2017,20.6531,3.1252,2.0724,4.8419
9/8/2017,20.6229,3.1203,2.0693,4.849
9/11/2017,20.8465,3.1541,2.0917,4.797
9/12/2017,20.9166,3.1647,2.0988,4.7809
9/13/2017,20.9324,3.1671,2.1004,4.7773
9/14/2017,20.9094,3.1637,2.0981,4.7825
9/15/2017,20.9478,3.1695,2.1019,4.7738
9/18/2017,20.9783,3.1741,2.105,4.7668
9/19/2017,20.9913,3.1776,2.1073,4.7639
9/20/2017,21.0046,3.1796,2.1087,4.7609
9/21/2017,20.9406,3.17,2.1022,4.7754
9/22/2017,20.9542,3.172,2.1036,4.7723
9/25/2017,20.9076,3.165,2.0989,4.7829
9/26/2017,20.9091,3.1652,2.0991,4.7826
9/27/2017,20.9946,3.1781,2.1076,4.7631
9/28/2017,21.0199,3.182,2.1102,4.7574
9/29/2017,21.0977,3.1937,2.118,4.7398
10/2/2017,21.1782,3.2064,2.1259,4.7218
10/3/2017,21.2239,3.2134,2.1305,4.7117
10/4/2017,21.2503,3.2174,2.1331,4.7058
10/5/2017,21.3702,3.2357,2.145,4.6794
10/6/2017,21.3472,3.2323,2.1427,4.6844
10/9/2017,21.3087,3.2264,2.1388,4.6929
10/10/2017,21.3582,3.2339,2.1438,4.682
10/11/2017,21.3967,3.2398,2.1477,4.6736
10/12/2017,21.3606,3.2343,2.144,4.6815
10/13/2017,21.3794,3.2371,2.1459,4.6774
10/16/2017,21.4168,3.2428,2.1497,4.6692
10/17/2017,21.4312,3.245,2.1511,4.6661
10/18/2017,21.4471,3.2474,2.1527,4.6626
10/19/2017,21.4541,3.2485,2.1534,4.6611
10/20/2017,21.5639,3.2651,2.1644,4.6374
10/23/2017,21.4782,3.2521,2.1558,4.6559
10/24/2017,21.513,3.2574,2.1593,4.6484
10/25/2017,21.4127,3.2422,2.1493,4.6701
10/26/2017,21.4399,3.2463,2.152,4.6642
10/27/2017,21.613,3.2725,2.1694,4.6269
10/30/2017,21.544,3.2621,2.1624,4.6417
10/31/2017,21.5643,3.2651,2.1645,4.6373
11/1/2017,21.5987,3.2703,2.1679,4.6299
11/2/2017,21.0323,3.208,2.143,4.7546
11/3/2017,21.1183,3.2149,2.1497,4.7352
11/6/2017,21.1498,3.2202,2.1524,4.7282
11/7/2017,21.1428,3.2257,2.1519,4.7298
11/8/2017,21.1825,3.2284,2.155,4.7209
11/9/2017,21.1089,3.216,2.1469,4.7373
11/10/2017,21.0876,3.2134,2.1448,4.7421
11/13/2017,21.1113,3.2147,2.1469,4.7368
11/14/2017,21.0616,3.2072,2.1419,4.748
11/15/2017,20.9525,3.1902,2.1299,4.7727
11/16/2017,21.1226,3.2169,2.1472,4.7343
11/17/2017,21.0663,3.2085,2.1415,4.7469
11/20/2017,21.0946,3.2125,2.1443,4.7406
11/21/2017,21.2661,3.2364,2.1594,4.7023
11/22/2017,21.2518,3.2336,2.1569,4.7055
11/23/2017,21.2518,3.2336,2.1569,4.7055
11/24/2017,21.2955,3.2403,2.1613,4.6958
11/27/2017,21.2872,3.239,2.1605,4.6976
11/28/2017,21.4975,3.271,2.1818,4.6517
11/29/2017,21.4926,3.2698,2.1809,4.6528
11/30/2017,21.6682,3.2962,2.1988,4.6151
12/1/2017,21.6245,3.2896,2.1943,4.6244
12/4/2017,21.6029,3.2861,2.192,4.629
12/5/2017,21.5221,3.2741,2.1838,4.6464
12/6/2017,21.6231,3.2734,2.1835,4.6247
12/7/2017,21.6878,3.2826,2.1899,4.6109
12/8/2017,21.8073,3.3007,2.202,4.5856
12/11/2017,21.8771,3.3113,2.209,4.571
12/12/2017,21.9109,3.3164,2.2125,4.5639
12/13/2017,21.9005,3.3148,2.2114,4.5661
12/14/2017,21.8114,3.3013,2.2024,4.5848
12/15/2017,22.0071,3.331,2.2222,4.544
12/18/2017,22.1251,3.3488,2.2341,4.5197
12/19/2017,22.0537,3.338,2.2269,4.5344
12/20/2017,22.0355,3.3353,2.225,4.5381
12/21/2017,22.0792,3.3419,2.2294,4.5291
12/22/2017,22.0691,3.3403,2.2284,4.5312
12/25/2017,22.0691,3.3403,2.2284,4.5312
12/26/2017,22.0458,3.3368,2.2261,4.536
12/27/2017,22.0632,3.3395,2.2278,4.5324
12/28/2017,22.1037,3.3456,2.2319,4.5241
12/29/2017,21.9891,3.3282,2.2203,4.5477
1/1/2018,21.9829,3.3282,2.2197,4.549
1/2/2018,22.1657,3.3559,2.2381,4.5115
1/3/2018,22.3076,3.3773,2.2524,4.4828
1/4/2018,22.3974,3.391,2.2615,4.4648
1/5/2018,22.555,3.4148,2.2774,4.4336
1/8/2018,22.5925,3.4205,2.2812,4.4263
1/9/2018,22.62,3.4249,2.2842,4.4209
1/10/2018,22.5948,3.4211,2.2816,4.4258
1/11/2018,22.7542,3.4452,2.2977,4.3948
1/12/2018,22.9078,3.4685,2.3132,4.3653
1/15/2018,22.9078,3.4685,2.3132,4.3653
1/16/2018,22.827,3.4563,2.305,4.3808
1/17/2018,23.042,3.4888,2.3267,4.3399
1/18/2018,23.0047,3.4832,2.323,4.3469
1/19/2018,23.1056,3.4984,2.3332,4.328
1/22/2018,23.292,3.5267,2.352,4.2933
1/23/2018,23.3426,3.5343,2.3571,4.284
1/24/2018,23.3296,3.5324,2.3558,4.2864
1/25/2018,23.3436,3.5345,2.3572,4.2838
1/26/2018,23.62,3.5763,2.3851,4.2337
1/29/2018,23.461,3.5523,2.3691,4.2624
1/30/2018,23.2053,3.5135,2.3432,4.3094
1/31/2018,23.2166,3.5153,2.3444,4.3073
2/1/2018,23.2016,3.513,2.3429,4.31
2/2/2018,22.7095,3.4385,2.2932,4.4034
2/5/2018,21.779,3.2976,2.1992,4.5916
2/6/2018,22.1588,3.3551,2.2376,4.5129
2/7/2018,22.048,3.3383,2.2264,4.5356
2/8/2018,21.2536,3.213,2.1428,4.7051
2/9/2018,21.5707,3.261,2.1748,4.6359
2/12/2018,21.8709,3.3064,2.205,4.5723
2/13/2018,21.928,3.315,2.2108,4.5604
2/14/2018,22.2219,3.3594,2.2404,4.5001
2/15/2018,22.4901,3.4,2.2675,4.4464
2/16/2018,22.4989,3.401,2.2683,4.4447
2/19/2018,22.4989,3.401,2.2683,4.4447
2/20/2018,21.7085,3.3484,2.2068,4.6065
2/21/2018,21.5957,3.3409,2.1947,4.6306
2/22/2018,21.6072,3.3364,2.1947,4.6281
2/23/2018,21.9545,3.3938,2.23,4.5549
2/26/2018,22.2273,3.4356,2.259,4.499
2/27/2018,22.0197,3.392,2.2306,4.5414
2/28/2018,21.7872,3.3499,2.2031,4.5899
3/1/2018,21.4942,3.3058,2.1737,4.6524
3/2/2018,21.6034,3.3225,2.1847,4.6289
3/5/2018,21.8418,3.3592,2.2088,4.5784
3/6/2018,21.9068,3.3677,2.2146,4.5648
3/7/2018,21.8966,3.3658,2.2135,4.5669
3/8/2018,22.0001,3.3805,2.2233,4.5454
3/9/2018,22.3825,3.4393,2.2619,4.4678
3/12/2018,22.3539,3.4349,2.259,4.4735
3/13/2018,22.2116,3.413,2.2447,4.5021
3/14/2018,22.0838,3.3933,2.2318,4.5282
3/15/2018,22.0952,3.3883,2.2301,4.5259
3/16/2018,22.1328,3.3941,2.2339,4.5182
3/19/2018,21.8184,3.3459,2.2021,4.5833
3/20/2018,21.8505,3.3509,2.2054,4.5766
3/21/2018,21.8102,3.3447,2.2013,4.585
3/22/2018,21.2614,3.2605,2.1459,4.7034
3/23/2018,20.8156,3.1922,2.1009,4.8041
3/26/2018,21.3809,3.2788,2.158,4.6771
3/27/2018,21.0115,3.2222,2.1207,4.7593
3/28/2018,20.9504,3.2126,2.1145,4.7732
3/29/2018,21.2388,3.2569,2.1436,4.7084
3/30/2018,21.2388,3.2569,2.1436,4.7084
4/2/2018,20.7533,3.1843,2.0943,4.8185
4/3/2018,21.0141,3.2244,2.1207,4.7587
4/4/2018,21.2558,3.2617,2.1452,4.7046
4/5/2018,21.4017,3.2841,2.1599,4.6725
4/6/2018,20.9325,3.2121,2.1126,4.7773
4/9/2018,21.0024,3.2228,2.1196,4.7614
4/10/2018,21.3537,3.2767,2.1551,4.683
4/11/2018,21.2357,3.2586,2.1432,4.7091
4/12/2018,21.4109,3.2855,2.1609,4.6705
4/13/2018,21.3491,3.276,2.1546,4.684
4/16/2018,21.5222,3.3026,2.1721,4.6464
4/17/2018,21.7517,3.3378,2.1953,4.5973
4/18/2018,21.7698,3.3406,2.1971,4.5935
4/19/2018,21.6452,3.3214,2.1845,4.62
4/20/2018,21.4604,3.2931,2.1659,4.6597
4/23/2018,21.4616,3.2933,2.166,4.6595
4/24/2018,21.1744,3.2492,2.137,4.7227
4/25/2018,21.2133,3.2552,2.1409,4.714
4/26/2018,21.4347,3.2891,2.1633,4.6653
4/27/2018,21.4585,3.2928,2.1657,4.6601
4/30/2018,21.2828,3.2658,2.148,4.6986
5/1/2018,21.3371,3.2742,2.1534,4.6867
5/2/2018,21.1833,3.2506,2.1379,4.7207
5/3/2018,19.6318,3.2004,2.0838,5.0938
5/4/2018,19.8744,3.2418,2.1107,5.0316
5/7/2018,19.9425,3.2577,2.1192,5.0144
5/8/2018,19.9752,3.2617,2.1186,5.0062
5/9/2018,20.1707,3.2937,2.1391,4.9577
5/10/2018,20.3671,3.3263,2.159,4.9099
5/11/2018,20.4132,3.3321,2.1627,4.8988
5/14/2018,20.4308,3.3349,2.1646,4.8946
5/15/2018,20.2907,3.3116,2.1498,4.9284
5/16/2018,20.3847,3.3265,2.1585,4.9056
5/17/2018,20.3627,3.3259,2.1564,4.9109
5/18/2018,20.3099,3.3174,2.1505,4.9237
5/21/2018,20.4599,3.3419,2.1664,4.8876
5/22/2018,20.3904,3.3313,2.1595,4.9043
5/23/2018,20.461,3.3419,2.1665,4.8873
5/24/2018,20.4621,3.3362,2.1619,4.8871
5/25/2018,20.4128,3.3283,2.1567,4.8989
5/28/2018,20.4128,3.3283,2.1567,4.8989
5/29/2018,20.179,3.2889,2.1317,4.9556
5/30/2018,20.4343,3.3312,2.1587,4.8937
5/31/2018,20.2939,3.3087,2.1439,4.9276
6/1/2018,20.5132,3.3446,2.1672,4.8749
6/4/2018,20.6051,3.3595,2.1769,4.8532
6/5/2018,20.6056,3.3618,2.1784,4.853
6/6/2018,20.7825,3.3906,2.1971,4.8117
6/7/2018,20.7745,3.3849,2.1955,4.8136
6/8/2018,20.8389,3.3955,2.2024,4.7987
6/11/2018,20.8611,3.3991,2.2047,4.7936
6/12/2018,20.8964,3.4049,2.2085,4.7855
6/13/2018,20.8122,3.3912,2.1997,4.8049
6/14/2018,20.8484,3.3996,2.2051,4.7965
6/15/2018,20.8274,3.3961,2.2029,4.8014
6/18/2018,20.7832,3.3889,2.1982,4.8116
6/19/2018,20.6996,3.3753,2.1893,4.831
6/20/2018,20.7351,3.381,2.1931,4.8227
6/21/2018,20.6021,3.3593,2.1791,4.8539
6/22/2018,20.6407,3.3655,2.1831,4.8448
6/25/2018,20.3574,3.3193,2.1532,4.9122
6/26/2018,20.4023,3.3266,2.1579,4.9014
6/27/2018,20.2268,3.298,2.1394,4.9439
6/28/2018,20.3519,3.3185,2.1526,4.9135
6/29/2018,20.3673,3.321,2.1542,4.9098
7/2/2018,20.4181,3.3312,2.159,4.8976
7/3/2018,20.3171,3.3147,2.1483,4.922
7/4/2018,20.3171,3.3147,2.1483,4.922
7/5/2018,20.4923,3.3433,2.1668,4.8799
7/6/2018,20.6661,3.3716,2.1852,4.8389
7/9/2018,20.8484,3.4014,2.2045,4.7965
7/10/2018,20.9208,3.4132,2.2121,4.7799
7/11/2018,20.7724,3.389,2.1964,4.8141
7/12/2018,20.9541,3.4186,2.2157,4.7723
7/13/2018,20.9767,3.4223,2.218,4.7672
7/16/2018,20.9552,3.4188,2.2158,4.7721
7/17/2018,21.0384,3.4324,2.2246,4.7532
7/18/2018,21.0839,3.4398,2.2294,4.743
7/19/2018,21.0006,3.4262,2.2206,4.7618
7/20/2018,20.9806,3.4229,2.2185,4.7663
7/23/2018,21.0192,3.4292,2.2225,4.7576
7/24/2018,21.1197,3.4456,2.2332,4.7349
7/25/2018,21.3119,3.477,2.2535,4.6922
7/26/2018,21.2473,3.4664,2.2467,4.7065
7/27/2018,21.1079,3.4437,2.2319,4.7376
7/30/2018,20.9864,3.4239,2.2191,4.765
7/31/2018,21.0889,3.4406,2.2299,4.7418
8/1/2018,21.067,3.437,2.2276,4.7468
8/2/2018,20.0238,3.4432,2.1866,4.994
8/3/2018,20.1366,3.4556,2.1966,4.9661
8/6/2018,20.2212,3.4625,2.2036,4.9453
8/7/2018,20.3001,3.482,2.2097,4.9261
8/8/2018,20.3035,3.48,2.2089,4.9252
8/9/2018,20.2888,3.4749,2.2057,4.9288
8/10/2018,20.1441,3.4501,2.19,4.9642
8/13/2018,20.0599,3.4363,2.1812,4.9851
8/14/2018,20.1831,3.4584,2.1951,4.9547
8/15/2018,20.0549,3.431,2.1783,4.9863
8/16/2018,20.2128,3.4602,2.1954,4.9474
8/17/2018,20.281,3.472,2.2024,4.9307
8/20/2018,20.33,3.4804,2.2078,4.9188
8/21/2018,20.3808,3.4889,2.2122,4.9066
8/22/2018,20.3666,3.488,2.2112,4.91
8/23/2018,20.3347,3.4821,2.2073,4.9177
8/24/2018,20.4613,3.5037,2.221,4.8873
8/27/2018,20.6182,3.5305,2.238,4.8501
8/28/2018,20.6226,3.532,2.2386,4.849
8/29/2018,20.7429,3.5502,2.2513,4.8209
8/30/2018,20.6513,3.5344,2.2414,4.8423
8/31/2018,20.6555,3.5349,2.2417,4.8413
9/3/2018,20.6555,3.5349,2.2417,4.8413
9/4/2018,20.6213,3.5291,2.2379,4.8493
9/5/2018,20.5635,3.5192,2.2317,4.863
9/6/2018,20.5086,3.5066,2.2235,4.876
9/7/2018,20.4632,3.4988,2.2186,4.8868
9/10/2018,20.5021,3.5054,2.2228,4.8775
9/11/2018,20.5788,3.5186,2.2311,4.8594
9/12/2018,20.5861,3.5195,2.2319,4.8576
9/13/2018,20.6952,3.5381,2.2438,4.832
9/14/2018,20.7009,3.539,2.2444,4.8307
9/17/2018,20.5856,3.5193,2.2319,4.8578
9/18/2018,20.6925,3.5382,2.2439,4.8327
9/19/2018,20.7184,3.5427,2.2467,4.8266
9/20/2018,20.8808,3.5704,2.2643,4.7891
9/21/2018,20.8732,3.5691,2.2635,4.7908
9/24/2018,20.7998,3.5566,2.2555,4.8077
9/25/2018,20.7759,3.5519,2.2526,4.8133
9/26/2018,20.7075,3.5402,2.2451,4.8292
9/27/2018,20.7647,3.55,2.2513,4.8159
9/28/2018,20.7646,3.55,2.2513,4.8159
10/1/2018,20.8375,3.5623,2.2593,4.799
10/2/2018,20.8292,3.5609,2.2584,4.801
10/3/2018,20.844,3.5634,2.26,4.7975
10/4/2018,20.6737,3.5343,2.2416,4.8371
10/5/2018,20.5594,3.5148,2.2292,4.8639
10/8/2018,20.5513,3.5134,2.2283,4.8659
10/9/2018,20.5222,3.5084,2.2251,4.8728
10/10/2018,19.8477,3.3931,2.152,5.0384
10/11/2018,19.4394,3.3233,2.1077,5.1442
10/12/2018,19.7156,3.3705,2.1377,5.0721
10/15/2018,19.5991,3.3506,2.1251,5.1023
10/16/2018,20.0204,3.4227,2.1707,4.9949
10/17/2018,20.0154,3.4218,2.1702,4.9962
10/18/2018,19.7273,3.3725,2.139,5.0691
10/19/2018,19.7201,3.3713,2.1382,5.071
10/22/2018,19.6352,3.3568,2.129,5.0929
10/23/2018,19.527,3.3383,2.1172,5.1211
10/24/2018,18.9243,3.2355,2.0519,5.2842
10/25/2018,19.2767,3.2957,2.0901,5.1876
10/26/2018,18.9427,3.2386,2.0539,5.2791
10/29/2018,18.8185,3.2174,2.0404,5.3139
10/30/2018,19.1133,3.2678,2.0724,5.232
10/31/2018,19.3208,3.3032,2.0948,5.1758
11/1/2018,19.5248,3.3381,2.1169,5.1217
11/2/2018,19.4014,3.317,2.1035,5.1543
11/5/2018,19.5101,3.3356,2.1153,5.1255
11/6/2018,19.6322,3.3565,2.1286,5.0937
11/7/2018,18.8231,3.3901,2.1168,5.3126
11/8/2018,18.7924,3.3837,2.1112,5.3213
11/9/2018,18.6216,3.3532,2.0918,5.3701
11/12/2018,18.2547,3.2871,2.0506,5.4781
11/13/2018,18.2237,3.2825,2.0475,5.4874
11/14/2018,18.0862,3.2566,2.032,5.5291
11/15/2018,18.2785,3.2922,2.0535,5.4709
11/16/2018,18.3191,3.2996,2.0581,5.4588
11/19/2018,18.0163,3.2445,2.0238,5.5505
11/20/2018,17.6933,3.1866,1.9869,5.6519
11/21/2018,17.7485,3.1989,1.9923,5.6343
11/22/2018,17.7485,3.1989,1.9923,5.6343
11/23/2018,17.6321,3.1779,1.9792,5.6715
11/26/2018,17.9066,3.221,2.01,5.5845
11/27/2018,17.9703,3.231,2.0165,5.5647
11/28/2018,18.3841,3.3052,2.0628,5.4395
11/29/2018,18.3415,3.3037,2.0583,5.4521
11/30/2018,18.4917,3.3308,2.0752,5.4078
12/3/2018,18.6937,3.3672,2.0979,5.3494
12/4/2018,18.0938,3.2585,2.0299,5.5267
12/5/2018,18.0964,3.2584,2.0299,5.526
12/6/2018,18.0364,3.2505,2.0269,5.5443
12/7/2018,17.6174,3.1747,1.9796,5.6762
12/10/2018,17.6484,3.1803,1.983,5.6662
12/11/2018,17.6421,3.1792,1.9823,5.6682
12/12/2018,17.7184,3.1964,1.9931,5.6439
12/13/2018,17.7148,3.1958,1.9927,5.645
12/14/2018,17.3767,3.1348,1.9546,5.7548
12/17/2018,17.0152,3.0696,1.914,5.8771
12/18/2018,17.0156,3.0703,1.9142,5.877
12/19/2018,16.7536,3.023,1.8847,5.9689
12/20/2018,16.4894,2.9753,1.855,6.0645
12/21/2018,16.1499,2.9141,1.8168,6.192
12/24/2018,15.712,2.8351,1.7676,6.3646
12/25/2018,15.712,2.8351,1.7676,6.3646
12/26/2018,16.4912,2.9757,1.8552,6.0638
12/27/2018,16.6325,3.0011,1.8711,6.0123
12/28/2018,16.6118,2.9974,1.8688,6.0198
12/31/2018,16.7529,3.0229,1.8847,5.9691
1/1/2019,16.7431,3.0226,1.8833,5.9726
1/2/2019,16.7643,3.0264,1.8857,5.965
1/3/2019,16.3493,2.9515,1.839,6.1165
1/4/2019,16.9107,3.0529,1.9021,5.9134
1/7/2019,17.0292,3.0743,1.9155,5.8723
1/8/2019,17.1943,3.1041,1.9341,5.8159
1/9/2019,17.2647,3.1168,1.942,5.7922
1/10/2019,17.3427,3.1309,1.9508,5.7661
1/11/2019,17.3402,3.1304,1.9505,5.7669
1/14/2019,17.249,3.1139,1.9402,5.7974
1/15/2019,17.434,3.1473,1.961,5.7359
1/16/2019,17.4727,3.1543,1.9654,5.7232
1/17/2019,17.6054,3.1783,1.9803,5.6801
1/18/2019,17.8374,3.2202,2.0064,5.6062
1/21/2019,17.8374,3.2202,2.0064,5.6062
1/22/2019,17.5848,3.1746,1.978,5.6867
1/23/2019,17.6265,3.1816,1.9825,5.6733
1/24/2019,17.6507,3.186,1.9852,5.6655
1/25/2019,17.8005,3.213,2.002,5.6178
1/28/2019,17.6609,3.1878,1.9863,5.6622
1/29/2019,17.6351,3.1831,1.9834,5.6705
1/30/2019,17.9094,3.2327,2.0143,5.5837
1/31/2019,18.0633,3.2605,2.0316,5.5361
2/1/2019,18.0795,3.2634,2.0334,5.5311
2/4/2019,18.2021,3.2855,2.0472,5.4939
2/5/2019,18.2878,3.301,2.0568,5.4681
2/6/2019,18.2471,3.2937,2.0523,5.4803
2/7/2019,18.0763,3.2628,2.0331,5.5321
2/8/2019,18.0886,3.2651,2.0344,5.5284
2/11/2019,18.1014,3.2674,2.0359,5.5244
2/12/2019,18.3347,3.3095,2.0621,5.4541
2/13/2019,18.3902,3.3195,2.0684,5.4377
2/14/2019,18.3414,3.3107,2.0629,5.4521
2/15/2019,18.5409,3.3467,2.0853,5.3935
2/18/2019,18.5409,3.3467,2.0853,5.3935
2/19/2019,18.5687,3.3517,2.0884,5.3854
2/20/2019,18.6017,3.3577,2.0921,5.3758
2/21/2019,18.0176,3.2986,2.0795,5.5501
2/22/2019,18.1195,3.3239,2.0928,5.5189
2/25/2019,18.0816,3.3317,2.0973,5.5305
2/26/2019,18.0638,3.3349,2.0952,5.5359
2/27/2019,18.0575,3.3428,2.0963,5.5379
2/28/2019,18.0154,3.3316,2.0908,5.5508
3/1/2019,18.1454,3.3546,2.1052,5.511
3/4/2019,18.0939,3.3408,2.097,5.5267
3/5/2019,18.0729,3.3371,2.0945,5.5331
3/6/2019,17.9551,3.3166,2.0808,5.5695
3/7/2019,17.8119,3.2895,2.064,5.6142
3/8/2019,17.7739,3.2825,2.0596,5.6262
3/11/2019,18.0346,3.3307,2.0898,5.5449
3/12/2019,18.0879,3.3405,2.0959,5.5286
3/13/2019,18.2135,3.3637,2.1105,5.4904
3/14/2019,18.2161,3.3586,2.1087,5.4896
3/15/2019,18.3069,3.3754,2.1192,5.4624
3/18/2019,18.4032,3.3879,2.1295,5.4338
3/19/2019,18.4007,3.3874,2.1292,5.4346
3/20/2019,18.3465,3.3775,2.123,5.4506
3/21/2019,18.5456,3.4141,2.146,5.3921
3/22/2019,18.1956,3.3494,2.1054,5.4958
3/25/2019,18.1803,3.3466,2.1036,5.5005
3/26/2019,18.3109,3.3706,2.1187,5.4612
3/27/2019,18.2254,3.3549,2.1089,5.4868
3/28/2019,18.2907,3.367,2.1164,5.4673
3/29/2019,18.4139,3.3896,2.1307,5.4307
4/1/2019,18.6241,3.4288,2.155,5.3694
4/2/2019,18.6231,3.4288,2.1551,5.3697
4/3/2019,18.6631,3.4362,2.1597,5.3582
4/4/2019,18.702,3.4433,2.1642,5.347
4/5/2019,18.7887,3.4593,2.1742,5.3223
4/8/2019,18.8084,3.4629,2.1765,5.3168
4/9/2019,18.6943,3.4419,2.1633,5.3492
4/10/2019,18.7593,3.4539,2.1708,5.3307
4/11/2019,18.76,3.454,2.1709,5.3305
